id,nctn,invn,suffix,tsk,lir,ogtd,cls,controllo_inventario,rifatta,
216752,1600216752,50264,,RA,C,STATUETTA,COROPLASTICA,0,f,
216753,1600216753,50265,,RA,C,RILIEVO,COROPLASTICA,0,f,
216754,1600216754,50266,,RA,C,STATUETTA,COROPLASTICA,0,f,
216755,1600216755,50267,,RA,C,UNGUENTARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,0,f,
216756,1600216756,50267/A,,RA,C,UNGUENTARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216757,1600216757,50267/B,,RA,C,UNGUENTARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216758,1600216758,50268,,RA,C,OLLA BIANSATA,CERAMICA ACROMA,0,f,
216759,1600216759,50269,,RA,C,ARYBALLOS,CERAMICA CORINZIA MEDIA (CM),0,f,
216760,1600216760,50270,,RA,C,BALSAMARIO CONFIGURATO,VASI PLASTICI GRECO-ORIENTALI,0,f,
216761,1600216761,50271,,RA,C,ALABASTRON,CERAMICA APULA A FIGURE ROSSE,0,f,
216762,1600216762,50272,,RA,C,ALABASTRON,ALABASTRI,0,f,
216763,1600216763,50273,,RA,C,LEKYTHOS,CERAMICA DI GNATHIA,0,f,
216764,1600216764,50273/A,,RA,C,LEKYTHOS,CERAMICA A RETICOLO SU FONDO RISPARMIATO,2,f,
216765,1600216765,50274,,RA,C,TAZZA MONOANSATA,CERAMICA A VERNICE NERA,0,f,
216766,1600216766,50274/A,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE NERA,2,f,
216767,1600216767,50275,,RA,C,ORECCHINI (COPPIA DI),ORNAMENTI,0,f,
216768,1600216768,50275/A,,RA,C,BOTTONE,ORNAMENTI,2,f,
216769,1600216769,50276,,RA,C,BASE DI COLONNA,ELEMENTI ARCHITETTONICI,0,f,
216770,1600216770,50277,,RA,C,CAPITELLO,ELEMENTI ARCHITETTONICI,0,f,
216771,1600216771,50278,,RA,C,CAPITELLO,ELEMENTI ARCHITETTONICI,0,f,
216772,1600216772,50279,,RA,C,BASE DI SEMICOLONNA,ELEMENTI ARCHITETTONICI,0,f,
216773,1600216773,50280,,RA,C,CAPITELLO,ELEMENTI ARCHITETTONICI,0,f,
216774,1600216774,50281,,RA,C,LEKYTHOS,CERAMICA APULA A FIGURE ROSSE,0,f,
216775,1600216775,50282,,RA,C,LEKYTHOS,CERAMICA A DECORAZIONE LINEARE,0,f,
216776,1600216776,50282/A,,RA,C,CHIODO,METALLI,2,f,
216777,1600216777,50283,,RA,C,STATUETTA,COROPLASTICA,0,f,
216778,1600216778,50284,,RA,C,MATRICE PER STATUETTA,COROPLASTICA,0,f,
216779,1600216779,50285,,RA,C,SKYPHOS,CERAMICA APULA A FIGURE ROSSE,0,f,
216780,1600216780,50286,,RA,C,KYLIX,CERAMICA A VERNICE NERA,0,f,
216781,1600216781,50287,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216782,1600216782,50288,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216783,1600216783,50289,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216784,1600216784,50290,,RA,C,ANFORA,ANFORE PANATENAICHE,0,f,
216785,1600216785,50291,,RA,C,ANFORA,CERAMICA ATTICA A FIGURE NERE,0,f,
216786,1600216786,50292,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216787,1600216787,50293,,RA,C,LEKYTHOS,CERAMICA ATTICA SU FONDO BIANCO,0,f,
216788,1600216788,50294,,RA,C,PISSIDE,CERAMICA A DECORAZIONE LINEARE,0,f,
216789,1600216789,50295,,RA,C,PISSIDE,CERAMICA A DECORAZIONE LINEARE,0,f,
216790,1600216790,50296,,RA,C,OLPE,CERAMICA A DECORAZIONE LINEARE,0,f,
216791,1600216791,50297,,RA,C,OINOCHOE A BOCCA TRILOBATA,CERAMICA DI GNATHIA,0,f,
216792,1600216792,50298,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE NERA,0,f,
216793,1600216793,50298/A,,RA,C,CORONA,ORNAMENTI,2,f,
216794,1600216794,50299,,RA,C,OLPE,CERAMICA A VERNICE NERA,0,f,
216795,1600216795,50300,,RA,C,CAPITELLO,ELEMENTI ARCHITETTONICI,0,f,
216796,1600216796,50301,,RA,C,BASE DI COLONNA,ELEMENTI ARCHITETTONICI,0,f,
216797,1600216797,50302,,RA,C,BASE DI COLONNA,ELEMENTI ARCHITETTONICI,0,f,
216798,1600216798,50303,,RA,C,BASE DI COLONNA,ELEMENTI ARCHITETTONICI,0,f,
216799,1600216799,50304,,RA,C,OINOCHOE A BOCCA TRILOBATA,CERAMICA DI GNATHIA,0,f,
216800,1600216800,50305,,RA,C,LEKYTHOS,CERAMICA A DECORAZIONE LINEARE,0,f,
216801,1600216801,50306,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE NERA,0,f,
216802,1600216802,50306/A,,RA,C,PLACCHETTA,OSSO,2,f,
216803,1600216803,50307,,RA,C,BALSAMARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,0,f,
216804,1600216804,50307/A,,RA,C,BALSAMARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216805,1600216805,50307/B,,RA,C,BALSAMARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216806,1600216806,50307/C,,RA,C,BALSAMARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216807,1600216807,50307/D,,RA,C,BALSAMARIO,CERAMICA A VERNICE BRUNA IN PARTE RISPARMIATA,2,f,
216808,1600216808,50308,,RA,C,TAZZA BIANSATA,CERAMICA APULA A FIGURE ROSSE,0,f,
216809,1600216809,50309,,RA,C,LEKYTHOS,CERAMICA A RETICOLO SU FONDO RISPARMIATO,0,f,
216810,1600216810,50310,,RA,P,OINOCHOE,CERAMICA DI GNATHIA,0,f,
216811,1600216811,50311,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE NERA,0,f,
216812,1600216812,50312,,RA,P,ANELLO,ORNAMENTI,0,f,
216813,1600216813,50312/A,,RA,C,COLTELLO,METALLI,2,f,
216814,1600216814,50313,,RA,C,ORECCHINI (COPPIA DI),ORNAMENTI,0,f,
216815,1600216815,50314,,RA,C,FIBULA A NAVICELLA,ORNAMENTI,0,f,
216816,1600216816,50315,,RA,C,STATUETTA,COROPLASTICA,0,f,
216817,1600216817,50316,,RA,C,STATUETTA,COROPLASTICA,0,f,
216818,1600216818,50317,,RA,C,STATUETTA,COROPLASTICA,0,f,
216819,1600216819,50318,,RA,C,STATUETTA,COROPLASTICA,0,f,
216820,1600216820,50319,,RA,C,OINOCHOE PLASTICA,VASI PLASTICI,0,f,
216821,1600216821,50320,,RA,C,OINOCHOE PLASTICA,VASI PLASTICI,0,f,
216822,1600216822,50321,,RA,C,STATUETTA,COROPLASTICA,0,f,
216823,1600216823,50322,,RA,C,TESTA FEMMINILE DI STATUETTA,COROPLASTICA,0,f,
216824,1600216824,50323,,RA,C,STATUETTA,COROPLASTICA,0,f,
216825,1600216825,50324,,RA,C,STATUETTA,COROPLASTICA,0,f,
216826,1600216826,50325,,RA,C,GRUPPO STATUARIO,COROPLASTICA,0,f,
216827,1600216827,50326,,RA,C,VOTIVO ANATOMICO,COROPLASTICA,0,f,
216828,1600216828,50327,,RA,C,VOTIVO ANATOMICO,COROPLASTICA,0,f,
216829,1600216829,50328,,RA,P,LOUTERION,COROPLASTICA,0,f,
216830,1600216830,50329,,RA,C,SKYPHOS,CERAMICA A VERNICE NERA SOVRADDIPINTA,0,f,
216831,1600216831,50330,,RA,C,KANTHAROS,CERAMICA A VERNICE NERA,0,f,
216832,1600216832,50331,,RA,C,OINOCHOE TRILOBATA,CERAMICA APULA A FIGURE ROSSE,0,f,
216833,1600216833,50331/A,,RA,C,FRUTTO VOTIVO (?),COROPLASTICA,2,f,
216834,1600216834,50331/B,,RA,P,BASE,COROPLASTICA,2,f,
216835,1600216835,50332,,RA,C,BALSAMARIO,CERAMICA A VERNICE ROSSA IN PARTE RISPARMIATA,0,f,
216836,1600216836,50332/A,,RA,C,BALSAMARIO,CERAMICA A VERNICE ROSSA IN PARTE RISPARMIATA,2,f,
216837,1600216837,50332/B,,RA,C,BALSAMARIO,CERAMICA A VERNICE ROSSA IN PARTE RISPARMIATA,2,f,
216838,1600216838,50332/C,,RA,C,BALSAMARIO,CERAMICA A VERNICE ROSSA IN PARTE RISPARMIATA,2,f,
216839,1600216839,50332/D,,RA,C,BALSAMARIO,CERAMICA A VERNICE ROSSA IN PARTE RISPARMIATA,2,f,
216840,1600216840,50333,,RA,C,LUCERNA MINIATURISTICA,LUCERNE,0,f,
216841,1600216841,50333/A,,RA,C,AGO CRINALE,AVORI,2,f,
216842,1600216842,50333/B,,RA,C,CUCCHIAINO DA TOILETTE,AVORI,2,f,
216843,1600216843,50333/C,,RA,C,AGO,OSSI,2,f,
216844,1600216844,50333/D,,RA,C,STATUETTA,COROPLASTICA,2,f,
216845,1600216845,50334,,RA,C,LAGYNOS,CERAMICA ACROMA,0,f,
216846,1600216846,50334/A,,RA,C,LAGYNOS,CERAMICA ACROMA,2,f,
216847,1600216847,50334/B,,RA,C,LAGYNOS,CERAMICA ACROMA,2,f,
216848,1600216848,50334/C,,RA,C,SERRATURA,METALLI,2,f,
216849,1600216849,50334/D,,RA,P,BALSAMARIO/frammento,VETRI,2,f,
216850,1600216850,50334/D,,RA,P,PISSIDE/frammento,AVORI,2,f,
216851,1600216851,50334/D,,RA,P,TECA/frammento,AVORI,2,f,
216852,1600216852,50335,,RA,C,PELIKE,CERAMICA APULA A FIGURE ROSSE,0,f,
216853,1600216853,50336,,RA,C,OINOCHOE A BOCCA TRILOBATA,CERAMICA A VERNICE NERA,0,f,
216854,1600216854,50337,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE NERA,0,f,
216855,1600216855,50338,,RA,C,LEKYTHOS,CERAMICA APULA A FIGURE ROSSE,0,f,
216856,1600216856,50339,,RA,C,LEKYTHOS,CERAMICA A VERNICE NERA,0,f,
216857,1600216857,50340,,RA,C,TAZZA BIANSATA,CERAMICA A VERNICE ROSSA,0,f,
216858,1600216858,50341,,RA,C,OINOCHOE A BOCCA TRILOBATA,CERAMICA A VERNICE NERA,0,f,
216859,1600216859,50342,,RA,C,ANELLO,ORNAMENTI,0,f,
216860,1600216860,50343,,RA,P,OINOCHOE A BOCCA TRILOBATA,CERAMICA A FASCE,0,f,
216861,1600216861,50344,,RA,P,LEKYTHOS,CERAMICA A FASCE,0,f,
216862,1600216862,50345,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216863,1600216863,50346,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216864,1600216864,50347,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216865,1600216865,50348,,RA,C,LEKYTHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216866,1600216866,50349,,RA,C,OLPE,CERAMICA ACROMA,0,f,
216867,1600216867,50350,,RA,C,SKYPHOS,CERAMICA ATTICA A FIGURE NERE,0,f,
216868,1600216868,50351,,RA,C,ARYBALLOS GLOBULARE,CERAMICA CORINZIA MEDIA (CM),0,f,
216869,1600216869,50352,,RA,C,ARYBALLOS GLOBULARE,CERAMICA CORINZIA MEDIA (CM),0,f,
216870,1600216870,50353,,RA,C,ARYBALLOS GLOBULARE,CERAMICA CORINZIA MEDIA (CM),0,f,
216871,1600216871,50354,,RA,C,ARULA,COROPLASTICA,0,f,
216872,1600216872,50355,,RA,C,ARULA,COROPLASTICA,0,f,
216873,1600216873,50355/A,,RA,C,ARULA,COROPLASTICA,2,f,
216874,1600216874,50356,,RA,P,AQUILA,MANUFATTI LITICI,0,f,
216875,1600216875,50357,,RA,C,ARULA,ELEMENTI ARCHITETTONICI,0,f,
216876,1600216876,50358,,RA,C,OSCILLUM,INSTRUMENTUM DOMESTICUM,0,f,
216877,1600216877,50359,,RA,P,STATUETTA,COROPLASTICA,0,f,
216878,1600216878,50360,,RA,C,STATUETTA,COROPLASTICA,0,f,
216879,1600216879,50361,,RA,C,RILIEVO,COROPLASTICA,0,f,
216880,1600216880,50362,,RA,C,RILIEVO,COROPLASTICA,0,f,
216881,1600216881,50363,,RA,C,RILIEVO,COROPLASTICA,0,f,
216882,1600216882,50364,,RA,C,RILIEVO,COROPLASTICA,0,f,
216883,1600216883,50365,,RA,C,RILIEVO,COROPLASTICA,0,f,
216884,1600216884,50366,,RA,P,STATUETTA,COROPLASTICA,0,f,
216885,1600216885,50367,,RA,P,STATUETTA,COROPLASTICA,0,f,
216886,1600216886,50368,,RA,P,STATUETTA,COROPLASTICA,0,f,
216887,1600216887,50369,,RA,C,RILIEVO,COROPLASTICA,0,f,
216888,1600216888,50370,,RA,C,RILIEVO,COROPLASTICA,0,f,
216889,1600216889,50371,,RA,C,RILIEVO,COROPLASTICA,0,f,
216890,1600216890,50372,,RA,P,STATUETTA,COROPLASTICA,0,f,
216891,1600216891,50373,,RA,C,RILIEVO,COROPLASTICA,0,f,
216892,1600216892,50374,,RA,C,RILIEVO,COROPLASTICA,0,f,
216893,1600216893,50375,,RA,C,RILIEVO,COROPLASTICA,0,f,
216894,1600216894,50376,,RA,C,RILIEVO,COROPLASTICA,0,f,
216895,1600216895,50377,,RA,P,TESTINA,COROPLASTICA,0,f,
216896,1600216896,50378,,RA,P,TESTINA,COROPLASTICA,0,f,
216897,1600216897,50379,,RA,P,RILEVO,COROPLASTICA,0,f,
216898,1600216898,50380 50516,,RA,C,RILIEVO,COROPLASTICA,2,f,
216899,1600216899,50381,,RA,C,RILIEVO,COROPLASTICA,0,f,
216900,1600216900,50382,,RA,C,RILIEVO,COROPLASTICA,0,f,
216901,1600216901,50383,,RA,C,RILIEVO,COROPLASTICA,0,f,
216902,1600216902,50384,,RA,C,RILIEVO,COROPLASTICA,0,f,
216903,1600216903,50385,,RA,C,RILIEVO,COROPLASTICA,0,f,
216904,1600216904,50386,,RA,C,RILIEVO,COROPLASTICA,0,f,
216905,1600216905,50387,,RA,C,RILIEVO,COROPLASTICA,0,f,
216906,1600216906,50388,,RA,P,RILEVO,COROPLASTICA,0,f,
216907,1600216907,50389,,RA,C,RILIEVO,COROPLASTICA,0,f,
216908,1600216908,50390,,RA,P,BUSTO,COROPLASTICA,0,f,
216909,1600216909,50391,,RA,C,RILIEVO,COROPLASTICA,0,f,
216910,1600216910,50392,,RA,C,RILIEVO,COROPLASTICA,0,f,
216911,1600216911,50393,,RA,C,RILIEVO,COROPLASTICA,0,f,
216912,1600216912,50394,,RA,C,RILIEVO,COROPLASTICA,0,f,
216913,1600216913,50395,,RA,C,RILIEVO,COROPLASTICA,0,f,
216914,1600216914,50396,,RA,C,RILIEVO,COROPLASTICA,0,f,
216915,1600216915,50397,,RA,C,RILIEVO,COROPLASTICA,0,f,
216916,1600216916,50398 50530,,RA,C,RILIEVO,COROPLASTICA,2,f,
216917,1600216917,50399,,RA,P,RILIEVO,COROPLASTICA,0,f,
216918,1600216918,50400,,RA,C,RILIEVO,COROPLASTICA,0,f,
216919,1600216919,50401,,RA,C,RILIEVO,COROPLASTICA,0,f,
216920,1600216920,50402,,RA,C,RILIEVO,COROPLASTICA,0,f,
216921,1600216921,50403,,RA,C,RILIEVO,COROPLASTICA,0,f,
216922,1600216922,50404,,RA,P,TESTINA,COROPLASTICA,0,f,
216923,1600216923,50405,,RA,C,RILIEVO,COROPLASTICA,0,f,
216924,1600216924,50406,,RA,C,RILIEVO,COROPLASTICA,0,f,
216925,1600216925,50407,,RA,C,RILIEVO,COROPLASTICA,0,f,
216926,1600216926,50408,,RA,C,RILIEVO,COROPLASTICA,0,f,
216927,1600216927,50409,,RA,C,RILIEVO,COROPLASTICA,0,f,
216928,1600216928,50410,,RA,C,RILIEVO,COROPLASTICA,0,f,
216929,1600216929,50411,,RA,C,RILIEVO,COROPLASTICA,0,f,
216930,1600216930,50412,,RA,C,RILIEVO,COROPLASTICA,0,f,
216931,1600216931,50413,,RA,C,RILIEVO,COROPLASTICA,0,f,
216932,1600216932,50414,,RA,C,RILIEVO,COROPLASTICA,0,f,
216933,1600216933,50415,,RA,P,RILIEVO,COROPLASTICA,0,f,
216934,1600216934,50416,,RA,C,RILIEVO,COROPLASTICA,0,f,
216935,1600216935,50417,,RA,C,RILIEVO,COROPLASTICA,0,f,
216936,1600216936,50418,,RA,C,RILIEVO,COROPLASTICA,0,f,
216937,1600216937,50419,,RA,P,BUSTO,COROPLASTICA,0,f,
216938,1600216938,50420,,RA,C,RILIEVO,COROPLASTICA,0,f,
216939,1600216939,50421,,RA,P,BUSTO,COROPLASTICA,0,f,
216940,1600216940,50422,,RA,C,RILIEVO,COROPLASTICA,0,f,
216941,1600216941,50423,,RA,C,RILIEVO,COROPLASTICA,0,f,
216942,1600216942,50424,,RA,C,RILIEVO,COROPLASTICA,0,f,
216943,1600216943,50425,,RA,C,RILIEVO,COROPLASTICA,0,f,
216944,1600216944,50426,,RA,C,RILIEVO,COROPLASTICA,0,f,
216945,1600216945,50427,,RA,C,RILIEVO,COROPLASTICA,0,f,
216946,1600216946,50428,,RA,C,RILIEVO,COROPLASTICA,0,f,
216947,1600216947,50429,,RA,C,RILIEVO,COROPLASTICA,0,f,
216948,1600216948,50430,,RA,C,RILIEVO,COROPLASTICA,0,f,
216949,1600216949,50431,,RA,C,RILIEVO,COROPLASTICA,0,f,
216950,1600216950,50432,,RA,C,RILIEVO,COROPLASTICA,0,f,
216951,1600216951,50433,,RA,C,RILIEVO,COROPLASTICA,0,f,
216952,1600216952,50434,,RA,C,RILIEVO,COROPLASTICA,0,f,
216953,1600216953,50435,,RA,C,RILIEVO,COROPLASTICA,0,f,
216954,1600216954,50436,,RA,C,RILIEVO,COROPLASTICA,0,f,
216955,1600216955,50437 50445,,RA,C,RILIEVO,COROPLASTICA,2,f,
216956,1600216956,50438,,RA,C,RILIEVO,COROPLASTICA,0,f,
216957,1600216957,50439,,RA,C,RILIEVO,COROPLASTICA,0,f,
216958,1600216958,50440,,RA,C,RILIEVO,COROPLASTICA,0,f,
216959,1600216959,50441,,RA,C,RILIEVO,COROPLASTICA,0,f,
216960,1600216960,50442,,RA,C,RILIEVO,COROPLASTICA,0,f,
216961,1600216961,50443,,RA,C,RILIEVO,COROPLASTICA,0,f,
216962,1600216962,50444,,RA,P,RILIEVO,COROPLASTICA,0,f,
216963,1600216963,50487,,RA,P,RILIEVO,COROPLASTICA,0,f,
216964,1600216964,50446,,RA,C,RILIEVO,COROPLASTICA,0,f,
216965,1600216965,50447,,RA,C,RILIEVO,COROPLASTICA,0,f,
216966,1600216966,50448,,RA,C,RILIEVO,COROPLASTICA,0,f,
216967,1600216967,50449,,RA,C,RILIEVO,COROPLASTICA,0,f,
216968,1600216968,50450,,RA,C,RILIEVO,COROPLASTICA,0,f,
216969,1600216969,50451,,RA,P,RILIEVO,COROPLASTICA,0,f,
216970,1600216970,50452,,RA,C,RILIEVO,COROPLASTICA,0,f,
216971,1600216971,50453,,RA,P,RILIEVO,COROPLASTICA,0,f,
216972,1600216972,50454,,RA,C,RILIEVO,COROPLASTICA,0,f,
216973,1600216973,50455,,RA,C,RILIEVO,COROPLASTICA,0,f,
216974,1600216974,50456,,RA,C,RILIEVO,COROPLASTICA,0,f,
216975,1600216975,50457,,RA,C,RILIEVO,COROPLASTICA,0,f,
216976,1600216976,50458,,RA,C,RILIEVO,COROPLASTICA,0,f,
216977,1600216977,50459,,RA,C,RILIEVO,COROPLASTICA,0,f,
216978,1600216978,50460,,RA,C,RILIEVO,COROPLASTICA,0,f,
216979,1600216979,50461,,RA,C,RILIEVO,COROPLASTICA,0,f,
216980,1600216980,50462,,RA,C,RILIEVO,COROPLASTICA,0,f,
216981,1600216981,50463,,RA,C,RILIEVO,COROPLASTICA,0,f,
216982,1600216982,50464,,RA,C,RILIEVO,COROPLASTICA,0,f,
216983,1600216983,50465,,RA,C,RILIEVO,COROPLASTICA,0,f,
216984,1600216984,50466,,RA,P,BUSTO,COROPLASTICA,0,f,
216985,1600216985,50467,,RA,C,RILIEVO,COROPLASTICA,0,f,
216986,1600216986,50468,,RA,C,RILIEVO,COROPLASTICA,0,f,
216987,1600216987,50469,,RA,C,RILIEVO,COROPLASTICA,0,f,
216988,1600216988,50470,,RA,C,RILIEVO,COROPLASTICA,0,f,
216989,1600216989,50471,,RA,C,RILIEVO,COROPLASTICA,0,f,
216990,1600216990,50472,,RA,C,RILIEVO,COROPLASTICA,0,f,
216991,1600216991,50473,,RA,P,RILIEVO,COROPLASTICA,0,f,
216992,1600216992,50474,,RA,P,RILIEVO,COROPLASTICA,0,f,
216993,1600216993,50475,,RA,C,RILIEVO,COROPLASTICA,0,f,
216994,1600216994,50476,,RA,P,RILIEVO,COROPLASTICA,0,f,
216995,1600216995,50477,,RA,C,RILIEVO,COROPLASTICA,0,f,
216996,1600216996,50478,,RA,C,RILIEVO,COROPLASTICA,0,f,
216997,1600216997,50479,,RA,C,RILIEVO,COROPLASTICA,0,f,
216998,1600216998,50480,,RA,C,RILIEVO,COROPLASTICA,0,f,
216999,1600216999,50481,,RA,C,RILIEVO,COROPLASTICA,0,f,
217000,1600217000,50482,,RA,C,RILIEVO,COROPLASTICA,0,f,
217001,1600217001,50483,,RA,C,RILIEVO,COROPLASTICA,0,f,
217002,1600217002,50484,,RA,C,RILIEVO,COROPLASTICA,0,f,
217003,1600217003,50485,,RA,C,RILIEVO,COROPLASTICA,0,f,
217004,1600217004,50486,,RA,C,RILIEVO,COROPLASTICA,0,f,
217005,1600217005,50183/A,,RA,P,SPILLONE,ORNAMENTI,2,f,
217006,1600217006,50183/B,,RA,P,SPILLONE,ORNAMENTI,2,f,
217007,1600217007,50183/C,,RA,P,SPILLONE,ORNAMENTI,2,f,
217008,1600217008,50184/A,,RA,P,VAGO DI CORONA,ORNAMENTI,2,f,
217009,1600217009,50184/B,,RA,P,CHIODO,INSTRUMENTUM,2,f,
217010,1600217010,50488,,RA,P,RILIEVO,COROPLASTICA,0,f,
217011,1600217011,50489,,RA,P,RILIEVO,COROPLASTICA,0,f,
217012,1600217012,50490,,RA,P,RILIEVO,COROPLASTICA,0,f,
217013,1600217013,50491,,RA,P,RILIEVO,COROPLASTICA,0,f,
217014,1600217014,50492,,RA,P,STATUETTA,COROPLASTICA,0,f,
217015,1600217015,50493,,RA,P,RILIEVO,COROPLASTICA,0,f,
217016,1600217016,50494,,RA,P,TESTA,COROPLASTICA,0,f,
217017,1600217017,50495,,RA,P,RILIEVO,COROPLASTICA,0,f,
217018,1600217018,50496,,RA,P,RILIEVO,COROPLASTICA,0,f,
217019,1600217019,50497,,RA,P,RILIEVO,COROPLASTICA,0,f,
217020,1600217020,50498,,RA,P,RILIEVO,COROPLASTICA,0,f,
217021,1600217021,50499,,RA,P,RILIEVO,COROPLASTICA,0,f,
217022,1600217022,50500,,RA,P,RILIEVO,COROPLASTICA,0,f,
217023,1600217023,50501,,RA,P,RILIEVO,COROPLASTICA,0,f,
217024,1600217024,50502,,RA,P,TESTINA,COROPLASTICA,0,f,
217025,1600217025,50503,,RA,P,RILIEVO,COROPLASTICA,0,f,
217026,1600217026,50504,,RA,P,TESTA,COROPLASTICA,0,f,
217027,1600217027,50505,,RA,P,TESTA,COROPLASTICA,0,f,
217028,1600217028,50506,,RA,P,TESTINA,COROPLASTICA,0,f,
217029,1600217029,50507,,RA,P,STATUETTA,COROPLASTICA,0,f,
217030,1600217030,50508,,RA,P,STATUETTA,COROPLASTICA,0,f,
217031,1600217031,50509,,RA,P,RILIEVO,COROPLASTICA,0,f,
217032,1600217032,50510,,RA,P,RILIEVO,COROPLASTICA,0,f,
217033,1600217033,50511,,RA,P,RILIEVO,COROPLASTICA,0,f,
217034,1600217034,50512,,RA,P,RILIEVO,COROPLASTICA,0,f,
217035,1600217035,50513,,RA,P,RILIEVO,COROPLASTICA,0,f,
217036,1600217036,50514,,RA,P,STATUETTA,COROPLASTICA,0,f,
217037,1600217037,50515,,RA,P,STATUETTA,COROPLASTICA,0,f,
217038,1600217038,50517,,RA,P,RILIEVO,COROPLASTICA,0,f,
217039,1600217039,50518,,RA,P,RILIEVO,COROPLASTICA,0,f,
217040,1600217040,50519,,RA,P,RILIEVO,COROPLASTICA,0,f,
217041,1600217041,50520,,RA,P,RILIEVO,COROPLASTICA,0,f,
217042,1600217042,50521,,RA,P,RILIEVO,COROPLASTICA,0,f,
217043,1600217043,50522,,RA,P,RILIEVO,COROPLASTICA,0,f,
217044,1600217044,50523,,RA,P,RILIEVO,COROPLASTICA,0,f,
217045,1600217045,50524,,RA,P,RILIEVO,COROPLASTICA,0,f,
217046,1600217046,50525,,RA,P,RILIEVO,COROPLASTICA,0,f,
217047,1600217047,50526,,RA,P,RILIEVO,COROPLASTICA,0,f,
217048,1600217048,50527,,RA,P,RILIEVO,COROPLASTICA,0,f,
217049,1600217049,50528,,RA,P,RILIEVO,COROPLASTICA,0,f,
217050,1600217050,50529,,RA,P,RILIEVO,COROPLASTICA,0,f,
217051,1600217051,50531,,RA,P,RILIEVO,COROPLASTICA,0,f,
217052,1600217052,50532,,RA,P,TESTA,COROPLASTICA,0,f,
217053,1600217053,50533,,RA,P,RILIEVO,COROPLASTICA,0,f,
217054,1600217054,50534,,RA,P,RILIEVO,COROPLASTICA,0,f,
217055,1600217055,50535,,RA,P,RILIEVO,COROPLASTICA,0,f,
217056,1600217056,50536,,RA,P,RILIEVO,COROPLASTICA,0,f,
217057,1600217057,50537,,RA,P,RILIEVO,COROPLASTICA,0,f,
217058,1600217058,50538,,RA,P,RILIEVO,COROPLASTICA,0,f,
217059,1600217059,50539,,RA,P,RILIEVO,COROPLASTICA,0,f,
217060,1600217060,50540,,RA,P,STATUETTA,COROPLASTICA,0,f,
217061,1600217061,50541,,RA,P,RILIEVO,COROPLASTICA,0,f,
217062,1600217062,50542,,RA,P,RILIEVO,COROPLASTICA,0,f,
217063,1600217063,50543,,RA,P,RILIEVO,COROPLASTICA,0,f,
217064,1600217064,50544,,RA,P,RILIEVO,COROPLASTICA,0,f,
217065,1600217065,50545,,RA,P,RILIEVO,COROPLASTICA,0,f,
217066,1600217066,50546,,RA,P,DISCO,COROPLASTICA,0,f,
217067,1600217067,50547,,RA,P,RILIEVO,COROPLASTICA,0,f,
217068,1600217068,50548,,RA,P,RILIEVO,COROPLASTICA,0,f,
217069,1600217069,50549,,RA,P,RILIEVO,COROPLASTICA,0,f,
217070,1600217070,50550,,RA,P,RILIEVO,COROPLASTICA,0,f,
217071,1600217071,50551,,RA,P,RILIEVO,COROPLASTICA,0,f,
217072,1600217072,50552,,RA,P,RILIEVO,COROPLASTICA,0,f,
217073,1600217073,50553,,RA,P,RILIEVO,COROPLASTICA,0,f,
217074,1600217074,50554,,RA,P,RILIEVO,COROPLASTICA,0,f,
217075,1600217075,50555,,RA,P,RILIEVO,COROPLASTICA,0,f,
217076,1600217076,50556,,RA,P,RILIEVO,COROPLASTICA,0,f,
217077,1600217077,50557,,RA,P,RILIEVO,COROPLASTICA,0,f,
217078,1600217078,50558,,RA,P,RILIEVO,COROPLASTICA,0,f,
217079,1600217079,50559,,RA,P,RILIEVO,COROPLASTICA,0,f,
217080,1600217080,50560,,RA,P,RILIEVO,COROPLASTICA,0,f,
217081,1600217081,50561,,RA,P,RILIEVO,COROPLASTICA,0,f,
217082,1600217082,50562,,RA,P,RILIEVO,COROPLASTICA,0,f,
217083,1600217083,50563,,RA,P,RILIEVO,COROPLASTICA,0,f,
