id,scheda,materia,tecnica
1017,,186,tecnica non presente in lista
1018,,186,tecnica non presente in lista
1019,,186,tecnica non presente in lista
1020,,186,tecnica non presente in lista
1021,,186,tecnica non presente in lista
1022,,186,tecnica non presente in lista
1023,,186,tecnica non presente in lista
1024,,186,tecnica non presente in lista
1025,,186,tecnica non presente in lista
1026,,186,tecnica non presente in lista
1027,,186,tecnica non presente in lista
1028,,186,tecnica non presente in lista
1029,,186,tecnica non presente in lista
1030,,186,tecnica non presente in lista
1031,,186,tecnica non presente in lista
1032,,186,tecnica non presente in lista
1033,,186,tecnica non presente in lista
1034,,186,tecnica non presente in lista
1035,,186,tecnica non presente in lista
1036,,186,tecnica non presente in lista
1037,,186,tecnica non presente in lista
1038,,186,tecnica non presente in lista
1039,,186,tecnica non presente in lista
1040,,186,tecnica non presente in lista
1041,,186,tecnica non presente in lista
1042,,186,tecnica non presente in lista
1043,,186,tecnica non presente in lista
1044,,186,tecnica non presente in lista
1045,,186,tecnica non presente in lista
1046,,186,tecnica non presente in lista
1047,,186,tecnica non presente in lista
1048,,186,tecnica non presente in lista
1049,,186,tecnica non presente in lista
1050,,186,tecnica non presente in lista
1051,,186,tecnica non presente in lista
1052,,186,tecnica non presente in lista
1053,,186,tecnica non presente in lista
1054,,186,tecnica non presente in lista
1055,,186,tecnica non presente in lista
1056,,186,tecnica non presente in lista
1057,,186,tecnica non presente in lista
1058,,186,tecnica non presente in lista
1059,,186,tecnica non presente in lista
1060,,186,tecnica non presente in lista
1160,,186,tecnica non presente in lista
1250,,186,tecnica non presente in lista
1251,,186,tecnica non presente in lista
1252,,186,tecnica non presente in lista
1253,,186,tecnica non presente in lista
1254,,186,tecnica non presente in lista
1255,,186,tecnica non presente in lista
1256,,186,tecnica non presente in lista
1257,,186,tecnica non presente in lista
1258,,186,tecnica non presente in lista
1259,,186,tecnica non presente in lista
1260,,186,tecnica non presente in lista
1261,,186,tecnica non presente in lista
1262,,186,tecnica non presente in lista
1263,,186,tecnica non presente in lista
1264,,186,tecnica non presente in lista
1265,,186,tecnica non presente in lista
1266,,186,tecnica non presente in lista
1267,,186,tecnica non presente in lista
1268,,186,tecnica non presente in lista
1269,,186,tecnica non presente in lista
1270,,186,tecnica non presente in lista
1271,,186,tecnica non presente in lista
1272,,186,tecnica non presente in lista
1273,,186,tecnica non presente in lista
1274,,186,tecnica non presente in lista
1275,,186,tecnica non presente in lista
1276,,186,tecnica non presente in lista
1277,,186,tecnica non presente in lista
1278,,186,tecnica non presente in lista
1279,,186,tecnica non presente in lista
1280,,186,tecnica non presente in lista
1281,,186,tecnica non presente in lista
1282,,186,tecnica non presente in lista
1283,,186,tecnica non presente in lista
1284,,186,tecnica non presente in lista
1285,,186,tecnica non presente in lista
1286,,186,tecnica non presente in lista
1287,,186,tecnica non presente in lista
1288,,186,tecnica non presente in lista
1289,,186,tecnica non presente in lista
1290,,186,tecnica non presente in lista
1291,,186,tecnica non presente in lista
1292,,186,tecnica non presente in lista
1293,,186,tecnica non presente in lista
1294,,186,tecnica non presente in lista
1295,,186,tecnica non presente in lista
1296,,186,tecnica non presente in lista
1297,,186,tecnica non presente in lista
1298,,186,tecnica non presente in lista
1299,,186,tecnica non presente in lista
1300,,186,tecnica non presente in lista
1301,,186,tecnica non presente in lista
1302,,186,tecnica non presente in lista
1303,,186,tecnica non presente in lista
1304,,186,tecnica non presente in lista
1305,,186,tecnica non presente in lista
1306,,186,tecnica non presente in lista
1307,,186,tecnica non presente in lista
1308,,186,tecnica non presente in lista
1309,,186,tecnica non presente in lista
1310,,186,tecnica non presente in lista
1311,,186,tecnica non presente in lista
1312,,186,tecnica non presente in lista
1313,,186,tecnica non presente in lista
1314,,186,tecnica non presente in lista
1315,,186,tecnica non presente in lista
1316,,186,tecnica non presente in lista
1317,,186,tecnica non presente in lista
1318,,186,tecnica non presente in lista
1319,,186,tecnica non presente in lista
1320,,186,tecnica non presente in lista
1321,,186,tecnica non presente in lista
1322,,186,tecnica non presente in lista
1323,,186,tecnica non presente in lista
1324,,186,tecnica non presente in lista
1325,,186,tecnica non presente in lista
1326,,186,tecnica non presente in lista
1327,,186,tecnica non presente in lista
1328,,186,tecnica non presente in lista
1329,,186,tecnica non presente in lista
1330,,186,tecnica non presente in lista
1331,,186,tecnica non presente in lista
1332,,186,tecnica non presente in lista
1333,,186,tecnica non presente in lista
1334,,186,tecnica non presente in lista
1335,,186,tecnica non presente in lista
1336,,186,tecnica non presente in lista
1337,,186,tecnica non presente in lista
1338,,186,tecnica non presente in lista
1339,,186,tecnica non presente in lista
1340,,186,tecnica non presente in lista
1341,,186,tecnica non presente in lista
1342,,186,tecnica non presente in lista
1785,,186,tecnica non presente in lista
402,,186,tecnica non presente in lista
445,,186,tecnica non presente in lista
446,,186,tecnica non presente in lista
447,,186,tecnica non presente in lista
449,,186,tecnica non presente in lista
450,,186,tecnica non presente in lista
1087,,186,tecnica non presente in lista
1088,,186,tecnica non presente in lista
1089,,186,tecnica non presente in lista
1090,,186,tecnica non presente in lista
1091,,186,tecnica non presente in lista
1146,,186,tecnica non presente in lista
1147,,186,tecnica non presente in lista
1148,,186,tecnica non presente in lista
1149,,186,tecnica non presente in lista
1150,,186,tecnica non presente in lista
1151,,186,tecnica non presente in lista
1152,,186,tecnica non presente in lista
1153,,186,tecnica non presente in lista
1206,,186,tecnica non presente in lista
1207,,186,tecnica non presente in lista
1208,,186,tecnica non presente in lista
1213,,186,tecnica non presente in lista
1214,,186,tecnica non presente in lista
1215,,186,tecnica non presente in lista
1216,,186,tecnica non presente in lista
1213,,191,tecnica non presente in lista
1214,,191,tecnica non presente in lista
1215,,191,tecnica non presente in lista
1216,,191,tecnica non presente in lista
102,,191,tecnica non presente in lista
224,,191,tecnica non presente in lista
794,,191,tecnica non presente in lista
902,,191,tecnica non presente in lista
946,,191,tecnica non presente in lista
1075,,191,tecnica non presente in lista
1144,,191,tecnica non presente in lista
1158,,191,tecnica non presente in lista
1159,,191,tecnica non presente in lista
1349,,191,tecnica non presente in lista
1350,,191,tecnica non presente in lista
1351,,191,tecnica non presente in lista
1352,,191,tecnica non presente in lista
1353,,191,tecnica non presente in lista
1354,,191,tecnica non presente in lista
1355,,191,tecnica non presente in lista
1390,,191,tecnica non presente in lista
1786,,191,tecnica non presente in lista
1180,,191,tecnica non presente in lista
1247,,196,tecnica non presente in lista
1096,,205,tecnica non presente in lista
1421,,208,tecnica non presente in lista
1422,,208,tecnica non presente in lista
1423,,208,tecnica non presente in lista
1479,,208,tecnica non presente in lista
1480,,208,tecnica non presente in lista
1154,,253,tecnica non presente in lista
963,,272,tecnica non presente in lista
