id,categoria_l1,categoria_l2,categoria_l3,ogtd_l4,ogtd_specifiche_l5
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,alamaro,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,balteus,fibbia di aggancio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,borchia,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,bottone,a calotta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,brassard,con custodia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,brattea,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cingulum,borchia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cingulum,fibbia di aggancio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cingulum,lamina
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cingulum,pendente
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,a fascia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,affibbiaglio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,a losanga
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,a placche
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,borchia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,controplacca
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,fibbia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,gancio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,lamina
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,linguetta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,multipla
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,passante
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,per la sospensione delle armi
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,placca
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,puntale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cintura,puntale secondario
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,cinturone,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,clavus,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,falera,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibbia,ardiglione
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibbia,di aggancio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibbia,gancio
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibbia,placca
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco a coste
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco a dischi
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco a occhielli e spirali coniche
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco a ponticello
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco con serie di occhielli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino a doppia foglia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino asimmetrico
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino con cappi ad otto
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino con cappi a otto e staffa a disco
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino con due noduli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino con quattro noduli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino foliato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco di violino rialzato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco foliato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ingrossato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ingrossato a gomito
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ingrossato con staffa a disco
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco leggermente ribassato con sezione romboidale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco quadrangolare
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ribassato a occhielli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ribassato elicoidale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ribassato multiplo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco ribassato ritorto a cordicella
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco rivestito
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco rivestito a losanga
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco rivestito con staffa a disco
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco schiacciato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco schiacciato con bottoni laterali
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco scudato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco semplice
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco semplice a gomito
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco semplice elicoidale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ad arco semplice rivestito di perline
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a drago
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ago
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ago ad U
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ago dritto
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a losanga
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a navicella
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a occhiali
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a piu' occhielli e ago diritto
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a placchetta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a placchette
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a quattro spirali
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,arco
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,ardiglione
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a sanguisuga
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a sanguisuga con decorazione plastica
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,a tre occhielli e staffa allungata
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,cappio a otto
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,molla
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,occhiello
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,sbarretta trasversale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante a bastoncelli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante a due pezzi
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante a gomito
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante a gomito con arco bifido
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante a occhiello
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con ago a gomito
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con ago a occhielli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con ago elastico bifido
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con occhiello a contorno quadrangolare
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con occhiello e ago curvo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con occhiello e ago dritto
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,serpeggiante con occhiello e staffa a disco
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,staffa
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,staffa a disco spirale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,staffa a spirale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,fibula,vaghi
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,lamina,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,laticlavus,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,nastro,per capelli
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,passante,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spilla,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,ago
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,capocchia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,collo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,gambo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,punta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,stelo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,ACCESSORI,ACCESSORI,spillone,testa
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,calceus,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,caliga,chiodo
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,caliga,speculatoria
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,calzare,fibbia
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,carbatina,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,CALZATURE,CALZATURE,sandalo,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,COPRICAPI,COPRICAPI,parrucca,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,COPRICAPI,COPRICAPI,petasus,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,COPRICAPI,COPRICAPI,pileus,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,anello,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,armilla,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,bracciale,bulla
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,bracciale,omerale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,bracciale,pendente
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,braccialetto,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,bulla,da bracciale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,bulla,da collana
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,ciondolo,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,ciottolo,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,collana,chiusura
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,collana,distanziatore
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,collana,elemento
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,collana,vago
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,collare,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,aurea
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,castrensis
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,civica
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,funeraria
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,graminea
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,muralis
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,navalis
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,ovalis
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,triumphalis
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,corona,vallaris
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,diadema,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,doppio anello,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,gemma,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,grano,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,orecchino,a globo mammellato
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,orecchino,a sanguisuga
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,orecchino,pendente
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,pendaglio,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,pendente,terminale
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,perlina,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,pettorale,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,torque,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,GIOIELLI E MONILI,GIOIELLI E MONILI,vago,globulare
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,bracae,virgatae
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,chitone,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,fascia cruralis,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,focale,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,paenula,cucullus
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,paenula,gausapina
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,paenula,scortea
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,paludamentum,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,perizoma,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,sagum,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,subligaculum,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,subligar,
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,cincta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,esomide
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,manicata
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,recta
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,subucula
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,tunica,talaris
1,ABBIGLIAMENTO E ORNAMENTI PERSONALI,VESTIMENTI,VESTIMENTI,udo,
2,ARREDI,ARREDI,ARREDI,basamento,
2,ARREDI,ARREDI,ARREDI,base,circolare
2,ARREDI,ARREDI,ARREDI,base,di sostegno
2,ARREDI,ARREDI,ARREDI,base,onoraria
2,ARREDI,ARREDI,ARREDI,base,quadrata
2,ARREDI,ARREDI,ARREDI,base,rettangolare
2,ARREDI,ARREDI,ARREDI,base,triangolare
2,ARREDI,ARREDI,ARREDI,cippo,base
2,ARREDI,ARREDI,ARREDI,cippo,con tre pilastri
2,ARREDI,ARREDI,ARREDI,cippo,coronamento
2,ARREDI,ARREDI,ARREDI,cippo,di acquedotto
2,ARREDI,ARREDI,ARREDI,cippo,funerario
2,ARREDI,ARREDI,ARREDI,cippo,itinerario
2,ARREDI,ARREDI,ARREDI,cippo,miliario
2,ARREDI,ARREDI,ARREDI,cippo,sacro
2,ARREDI,ARREDI,ARREDI,cippo,segnaletico
2,ARREDI,ARREDI,ARREDI,cippo,terminale
2,ARREDI,ARREDI,ARREDI,cippo,trono
2,ARREDI,ARREDI,ARREDI,cippo,votivo
2,ARREDI,ARREDI,ARREDI,ghianda,funeraria
2,ARREDI,ARREDI,ARREDI,ghianda,missile
2,ARREDI,ARREDI,ARREDI,labrum,orlo
2,ARREDI,ARREDI,ARREDI,mensa,mensuaria
2,ARREDI,ARREDI,ARREDI,mensa,ponderaria
2,ARREDI,ARREDI,ARREDI,mensa,sepolcrale
2,ARREDI,ARREDI,ARREDI,piedistallo,
2,ARREDI,ARREDI,ARREDI,puteale,
2,ARREDI,ARREDI,ARREDI,seggio,
2,ARREDI,ARREDI,ARREDI,stele,commemorativa
2,ARREDI,ARREDI,ARREDI,stele,frontone
2,ARREDI,ARREDI,ARREDI,stele,funeraria
2,ARREDI,ARREDI,ARREDI,stele,votiva
2,ARREDI,ARREDI,ARREDI,stemma,
2,ARREDI,ARREDI,ARREDI,stufa,
2,ARREDI,ARREDI,ARREDI,trapezoforo,capitello
2,ARREDI,ARREDI,ARREDI,trapezoforo,zoomorfo
2,ARREDI,ARREDI,ARREDI,trono,regale
2,ARREDI,ARREDI,ARREDI,vasca,di decantazione
2,ARREDI,ARREDI,ARREDI,vasca,lustrale
2,ARREDI,ARREDI,ARREDI,vera,
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,a cassa parallelepipeda
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,a lenos
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,cassa
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a botte
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a doppio spiovente
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a doppio spiovente con acroteri
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a kline
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a lastra
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,coperchio a tetto
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,fianco
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,sarcofago,fronte
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,urna,a cassa
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,urna,a vaso
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,urna,cineraria
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,urna,circolare
2,ARREDI,ARREDI FUNERARI,ARREDI FUNERARI,urna,coperchio
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI D'ALTARE,ciborio,archivolto
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,acquasantiera,
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,altare,a blocco
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,altare,a cofano
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,altare,a mensa
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,altare,funerario
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,base
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,compitale
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,coronamento
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,funeraria
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,pulvino
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,ara,votiva
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,arula,a cassetta
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,arula,a clessidra
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,betilo,conico liscio
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,betilo,mammellato
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,betilo,restremato
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,betilo,torre
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,croce,
2,ARREDI,ARREDI SACRI E VOTIVI,ARREDI SACRI E VOTIVI,perirrhanterion,
2,ARREDI,ARREDI SACRI E VOTIVI,MODELLINI,modellino,votivo
2,ARREDI,ARREDI STRADALI E URBANI,ARREDI STRADALI E URBANI,chiusino,
2,ARREDI,ARREDI STRADALI E URBANI,ARREDI STRADALI E URBANI,miliario,
2,ARREDI,ARREDI STRADALI E URBANI,ARREDI STRADALI E URBANI,pietra miliare,
2,ARREDI,MOBILIA,MOBILIA,letto,da parata
2,ARREDI,MOBILIA,MOBILIA,letto,fulcrum
2,ARREDI,MOBILIA,MOBILIA,mobile,
2,ARREDI,MOBILIA,MOBILIA,sedia,gamba
2,ARREDI,MOBILIA,MOBILIA,sedia,sedile
2,ARREDI,MOBILIA,MOBILIA,sedia,spalliera
