receiving incremental file list
2024/09/04 16:52:46 recv TA16M325_329416_A_Inv51327_ 2.jpg
2024/09/04 16:52:46 recv TA16M325_329416_B_Inv51327_ 2.JPG
2024/09/04 16:52:46 recv TA16M325_329416_B_Inv51327_ 2.jpg
2024/09/04 16:52:46 recv TA16M325_329417_A_Inv51327_ 3.JPG
2024/09/04 16:52:46 recv TA16M325_329417_A_Inv51327_ 3.jpg
2024/09/04 16:52:46 recv TA16M325_329417_B_Inv51327_ 3.JPG
2024/09/04 16:52:46 recv TA16M325_329417_B_Inv51327_ 3.jpg
2024/09/04 16:52:46 recv TA16M325_329418_A_Inv51327_ 4.JPG
2024/09/04 16:52:46 recv TA16M325_329418_A_Inv51327_ 4.jpg
2024/09/04 16:52:46 recv TA16M325_329418_B_Inv51327_ 4.JPG
2024/09/04 16:52:46 recv TA16M325_329418_B_Inv51327_ 4.jpg
2024/09/04 16:52:46 recv TA16M325_329419_A_Inv51327_ 5.JPG
2024/09/04 16:52:46 recv TA16M325_329419_A_Inv51327_ 5.jpg
2024/09/04 16:52:46 recv TA16M325_329419_B_Inv51327_ 5.JPG
2024/09/04 16:52:46 recv TA16M325_329419_B_Inv51327_ 5.jpg
2024/09/04 16:52:46 recv TA16M325_329420_A_Inv51327_ 6.JPG
2024/09/04 16:52:46 recv TA16M325_329420_A_Inv51327_ 6.jpg
2024/09/04 16:52:46 recv TA16M325_329420_B_Inv51327_ 6.JPG
2024/09/04 16:52:46 recv TA16M325_329420_B_Inv51327_ 6.jpg
2024/09/04 16:52:46 recv TA16M325_329421_A_Inv51327_ 7.JPG
2024/09/04 16:52:46 recv TA16M325_329421_A_Inv51327_ 7.jpg
2024/09/04 16:52:46 recv TA16M325_329421_B_Inv51327_ 7.JPG
2024/09/04 16:52:46 recv TA16M325_329421_B_Inv51327_ 7.jpg
2024/09/04 16:52:46 recv TA16M325_329422_A_Inv51327_ 8.JPG
2024/09/04 16:52:46 recv TA16M325_329422_A_Inv51327_ 8.jpg
2024/09/04 16:52:46 recv TA16M325_329422_B_Inv51327_ 8.JPG
2024/09/04 16:52:46 recv TA16M325_329422_B_Inv51327_ 8.jpg
2024/09/04 16:52:46 recv TA16M325_329423_A_Inv51327_ 9.JPG
2024/09/04 16:52:46 recv TA16M325_329423_A_Inv51327_ 9.jpg
2024/09/04 16:52:46 recv TA16M325_329423_B_Inv51327_ 9.JPG
2024/09/04 16:52:46 recv TA16M325_329423_B_Inv51327_ 9.jpg
2024/09/04 16:52:46 recv TA16M325_329424_A_Inv51327_ 10.JPG
2024/09/04 16:52:46 recv TA16M325_329424_A_Inv51327_ 10.jpg
2024/09/04 16:52:46 recv TA16M325_329424_B_Inv51327_ 10.JPG
2024/09/04 16:52:46 recv TA16M325_329424_B_Inv51327_ 10.jpg
2024/09/04 16:52:46 recv TA16M325_329425_A_Inv51327_ 11.JPG
2024/09/04 16:52:46 recv TA16M325_329425_A_Inv51327_ 11.jpg
2024/09/04 16:52:46 recv TA16M325_329425_B_Inv51327_ 11.JPG
2024/09/04 16:52:46 recv TA16M325_329425_B_Inv51327_ 11.jpg
2024/09/04 16:52:46 recv TA16M325_329426_A_Inv51327_ 12.JPG
2024/09/04 16:52:46 recv TA16M325_329426_A_Inv51327_ 12.jpg
2024/09/04 16:52:46 recv TA16M325_329426_B_Inv51327_ 12.JPG
2024/09/04 16:52:46 recv TA16M325_329426_B_Inv51327_ 12.jpg
2024/09/04 16:52:46 recv TA16M325_329427_A_Inv51327_ 13.JPG
2024/09/04 16:52:46 recv TA16M325_329427_A_Inv51327_ 13.jpg
2024/09/04 16:52:46 recv TA16M325_329427_B_Inv51327_ 13.JPG
2024/09/04 16:52:46 recv TA16M325_329427_B_Inv51327_ 13.jpg
2024/09/04 16:52:46 recv TA16M325_329428_A_Inv51327_ 14.JPG
2024/09/04 16:52:46 recv TA16M325_329428_A_Inv51327_ 14.jpg
2024/09/04 16:52:46 recv TA16M325_329428_B_Inv51327_ 14.JPG
2024/09/04 16:52:46 recv TA16M325_329428_B_Inv51327_ 14.jpg
2024/09/04 16:52:46 recv TA16M325_329429_A_Inv51327_ 15.JPG
2024/09/04 16:52:46 recv TA16M325_329429_A_Inv51327_ 15.jpg
2024/09/04 16:52:46 recv TA16M325_329429_B_Inv51327_ 15.JPG
2024/09/04 16:52:46 recv TA16M325_329429_B_Inv51327_ 15.jpg
2024/09/04 16:52:46 recv TA16M325_329430_A_Inv51327_ 16.JPG
2024/09/04 16:52:46 recv TA16M325_329430_A_Inv51327_ 16.jpg
2024/09/04 16:52:46 recv TA16M325_329430_B_Inv51327_ 16.JPG
2024/09/04 16:52:46 recv TA16M325_329430_B_Inv51327_ 16.jpg
2024/09/04 16:52:46 recv TA16M325_329431_A_Inv51327_ 17.JPG
2024/09/04 16:52:46 recv TA16M325_329431_A_Inv51327_ 17.jpg
2024/09/04 16:52:46 recv TA16M325_329431_B_Inv51327_ 17.JPG
2024/09/04 16:52:46 recv TA16M325_329431_B_Inv51327_ 17.jpg
2024/09/04 16:52:46 recv TA16M325_329432_A_Inv51327_ 18.JPG
2024/09/04 16:52:46 recv TA16M325_329432_A_Inv51327_ 18.jpg
2024/09/04 16:52:46 recv TA16M325_329432_B_Inv51327_ 18.JPG
2024/09/04 16:52:46 recv TA16M325_329432_B_Inv51327_ 18.jpg
2024/09/04 16:52:46 recv TA16M325_329433_A_Inv51327_ 19.JPG
2024/09/04 16:52:46 recv TA16M325_329433_A_Inv51327_ 19.jpg
2024/09/04 16:52:46 recv TA16M325_329433_B_Inv51327_ 19.JPG
2024/09/04 16:52:46 recv TA16M325_329433_B_Inv51327_ 19.jpg
2024/09/04 16:52:46 recv TA16M325_329434_A_Inv51327_ 20.JPG
2024/09/04 16:52:46 recv TA16M325_329434_A_Inv51327_ 20.jpg
2024/09/04 16:52:46 recv TA16M325_329434_B_Inv51327_ 20.JPG
2024/09/04 16:52:46 recv TA16M325_329434_B_Inv51327_ 20.jpg
2024/09/04 16:52:46 recv TA16M325_329435_A_Inv51327_ 21.JPG
2024/09/04 16:52:46 recv TA16M325_329435_A_Inv51327_ 21.jpg
2024/09/04 16:52:46 recv TA16M325_329435_B_Inv51327_ 21.JPG
2024/09/04 16:52:46 recv TA16M325_329435_B_Inv51327_ 21.jpg
2024/09/04 16:52:46 recv TA16M325_329436_A_Inv51327_ 22.JPG
2024/09/04 16:52:46 recv TA16M325_329436_A_Inv51327_ 22.jpg
2024/09/04 16:52:46 recv TA16M325_329436_B_Inv51327_ 22.JPG
2024/09/04 16:52:46 recv TA16M325_329436_B_Inv51327_ 22.jpg
2024/09/04 16:52:46 recv TA16M325_329437_A_Inv51327_ 23.JPG
2024/09/04 16:52:46 recv TA16M325_329437_A_Inv51327_ 23.jpg
2024/09/04 16:52:46 recv TA16M325_329437_B_Inv51327_ 23.JPG
2024/09/04 16:52:46 recv TA16M325_329437_B_Inv51327_ 23.jpg
2024/09/04 16:52:46 recv TA16M325_329438_A_Inv51327_ 24.JPG
2024/09/04 16:52:46 recv TA16M325_329438_A_Inv51327_ 24.jpg
2024/09/04 16:52:46 recv TA16M325_329438_B_Inv51327_ 24.JPG
2024/09/04 16:52:46 recv TA16M325_329438_B_Inv51327_ 24.jpg
2024/09/04 16:52:46 recv TA16M325_329439_A_Inv51327_ 25.JPG
2024/09/04 16:52:46 recv TA16M325_329439_A_Inv51327_ 25.jpg
2024/09/04 16:52:46 recv TA16M325_329439_B_Inv51327_ 25.JPG
2024/09/04 16:52:46 recv TA16M325_329439_B_Inv51327_ 25.jpg
2024/09/04 16:52:46 recv TA16M325_329440_A_Inv51327_ 26.JPG
2024/09/04 16:52:46 recv TA16M325_329440_A_Inv51327_ 26.jpg
2024/09/04 16:52:46 recv TA16M325_329440_B_Inv51327_ 26.JPG
2024/09/04 16:52:46 recv TA16M325_329440_B_Inv51327_ 26.jpg
2024/09/04 16:52:46 recv TA16M325_329441_A_Inv51327_ 27.JPG
2024/09/04 16:52:46 recv TA16M325_329441_A_Inv51327_ 27.jpg
2024/09/04 16:52:46 recv TA16M325_329441_B_Inv51327_ 27.JPG
2024/09/04 16:52:46 recv TA16M325_329441_B_Inv51327_ 27.jpg
2024/09/04 16:52:46 recv TA16M325_329442_A_Inv51327_ 28.JPG
2024/09/04 16:52:46 recv TA16M325_329442_A_Inv51327_ 28.jpg
2024/09/04 16:52:46 recv TA16M325_329442_B_Inv51327_ 28.JPG
2024/09/04 16:52:46 recv TA16M325_329442_B_Inv51327_ 28.jpg
2024/09/04 16:52:46 recv TA16M325_329443_A_Inv51327_ 29.JPG
2024/09/04 16:52:46 recv TA16M325_329443_A_Inv51327_ 29.jpg
2024/09/04 16:52:46 recv TA16M325_329443_B_Inv51327_ 29.JPG
2024/09/04 16:52:46 recv TA16M325_329443_B_Inv51327_ 29.jpg
2024/09/04 16:52:46 recv TA16M325_329444_A_Inv51327_ 30.JPG
2024/09/04 16:52:46 recv TA16M325_329444_A_Inv51327_ 30.jpg
2024/09/04 16:52:46 recv TA16M325_329444_B_Inv51327_ 30.JPG
2024/09/04 16:52:46 recv TA16M325_329444_B_Inv51327_ 30.jpg
2024/09/04 16:52:46 recv TA16M325_329445_A_Inv51327_ 31.JPG
2024/09/04 16:52:46 recv TA16M325_329445_A_Inv51327_ 31.jpg
2024/09/04 16:52:46 recv TA16M325_329445_B_Inv51327_ 31.JPG
2024/09/04 16:52:46 recv TA16M325_329445_B_Inv51327_ 31.jpg
2024/09/04 16:52:46 recv TA16M325_329446_A_Inv51327_ 32.JPG
2024/09/04 16:52:46 recv TA16M325_329446_A_Inv51327_ 32.jpg
2024/09/04 16:52:46 recv TA16M325_329446_B_Inv51327_ 32.JPG
2024/09/04 16:52:46 recv TA16M325_329446_B_Inv51327_ 32.jpg
2024/09/04 16:52:46 recv TA16M325_329447_A_Inv51327_ 33.JPG
2024/09/04 16:52:46 recv TA16M325_329447_A_Inv51327_ 33.jpg
2024/09/04 16:52:46 recv TA16M325_329447_B_Inv51327_ 33.JPG
2024/09/04 16:52:46 recv TA16M325_329447_B_Inv51327_ 33.jpg
2024/09/04 16:52:46 recv TA16M325_329448_A_Inv51327_ 34.JPG
2024/09/04 16:52:46 recv TA16M325_329448_A_Inv51327_ 34.jpg
2024/09/04 16:52:46 recv TA16M325_329448_B_Inv51327_ 34.JPG
2024/09/04 16:52:46 recv TA16M325_329448_B_Inv51327_ 34.jpg
2024/09/04 16:52:46 recv TA16M325_329449_A_Inv51327_ 35.JPG
2024/09/04 16:52:46 recv TA16M325_329449_A_Inv51327_ 35.jpg
2024/09/04 16:52:46 recv TA16M325_329449_B_Inv51327_ 35.JPG
2024/09/04 16:52:46 recv TA16M325_329449_B_Inv51327_ 35.jpg
2024/09/04 16:52:46 recv TA16M325_329450_A_Inv51327_ 36.JPG
2024/09/04 16:52:46 recv TA16M325_329450_A_Inv51327_ 36.jpg
2024/09/04 16:52:46 recv TA16M325_329450_B_Inv51327_ 36.JPG
2024/09/04 16:52:46 recv TA16M325_329450_B_Inv51327_ 36.jpg
2024/09/04 16:52:46 recv TA16M325_329451_A_Inv51327_ 37.JPG
2024/09/04 16:52:46 recv TA16M325_329451_A_Inv51327_ 37.jpg
2024/09/04 16:52:46 recv TA16M325_329451_B_Inv51327_ 37.JPG
2024/09/04 16:52:46 recv TA16M325_329451_B_Inv51327_ 37.jpg
2024/09/04 16:52:46 recv TA16M325_329452_A_Inv51327_ 38.JPG
2024/09/04 16:52:46 recv TA16M325_329452_A_Inv51327_ 38.jpg
2024/09/04 16:52:46 recv TA16M325_329452_B_Inv51327_ 38.JPG
2024/09/04 16:52:46 recv TA16M325_329452_B_Inv51327_ 38.jpg
2024/09/04 16:52:46 recv TA16M325_329453_A_Inv51327_ 39.JPG
2024/09/04 16:52:46 recv TA16M325_329453_A_Inv51327_ 39.jpg
2024/09/04 16:52:46 recv TA16M325_329453_B_Inv51327_ 39.JPG
2024/09/04 16:52:46 recv TA16M325_329453_B_Inv51327_ 39.jpg
2024/09/04 16:52:46 recv TA16M325_329454_A_Inv51327_ 40.JPG
2024/09/04 16:52:46 recv TA16M325_329454_A_Inv51327_ 40.jpg
2024/09/04 16:52:46 recv TA16M325_329454_B_Inv51327_ 40.JPG
2024/09/04 16:52:46 recv TA16M325_329454_B_Inv51327_ 40.jpg
2024/09/04 16:52:46 recv TA16M325_329455_A_Inv51327_ 41.JPG
2024/09/04 16:52:46 recv TA16M325_329455_A_Inv51327_ 41.jpg
2024/09/04 16:52:46 recv TA16M325_329455_B_Inv51327_ 41.JPG
2024/09/04 16:52:46 recv TA16M325_329455_B_Inv51327_ 41.jpg
2024/09/04 16:52:46 recv TA16M325_329456_A_Inv51327_ 42.JPG
2024/09/04 16:52:46 recv TA16M325_329456_A_Inv51327_ 42.jpg
2024/09/04 16:52:46 recv TA16M325_329456_B_Inv51327_ 42.JPG
2024/09/04 16:52:46 recv TA16M325_329456_B_Inv51327_ 42.jpg
2024/09/04 16:52:46 recv TA16M325_329457_A_Inv51327_ 43.JPG
2024/09/04 16:52:46 recv TA16M325_329457_A_Inv51327_ 43.jpg
2024/09/04 16:52:46 recv TA16M325_329457_B_Inv51327_ 43.JPG
2024/09/04 16:52:46 recv TA16M325_329457_B_Inv51327_ 43.jpg
2024/09/04 16:52:46 recv TA16M325_329458_A_Inv51327_ 44.JPG
2024/09/04 16:52:46 recv TA16M325_329458_A_Inv51327_ 44.jpg
2024/09/04 16:52:46 recv TA16M325_329458_B_Inv51327_ 44.JPG
2024/09/04 16:52:46 recv TA16M325_329458_B_Inv51327_ 44.jpg
2024/09/04 16:52:46 recv TA16M325_329459_A_Inv51327_ 45.JPG
2024/09/04 16:52:46 recv TA16M325_329459_A_Inv51327_ 45.jpg
2024/09/04 16:52:46 recv TA16M325_329459_B_Inv51327_ 45.JPG
2024/09/04 16:52:46 recv TA16M325_329459_B_Inv51327_ 45.jpg
2024/09/04 16:52:46 recv TA16M325_329460_A_Inv51327_ 46.JPG
2024/09/04 16:52:46 recv TA16M325_329460_A_Inv51327_ 46.jpg
2024/09/04 16:52:46 recv TA16M325_329460_B_Inv51327_ 46.JPG
2024/09/04 16:52:46 recv TA16M325_329460_B_Inv51327_ 46.jpg
2024/09/04 16:52:46 recv TA16M325_329461_A_Inv51327_ 47.JPG
2024/09/04 16:52:46 recv TA16M325_329461_A_Inv51327_ 47.jpg
2024/09/04 16:52:46 recv TA16M325_329461_B_Inv51327_ 47.JPG
2024/09/04 16:52:46 recv TA16M325_329461_B_Inv51327_ 47.jpg
2024/09/04 16:52:46 recv TA16M325_329462_A_Inv51327_ 48.JPG
2024/09/04 16:52:46 recv TA16M325_329462_A_Inv51327_ 48.jpg
2024/09/04 16:52:46 recv TA16M325_329462_B_Inv51327_ 48.JPG
2024/09/04 16:52:46 recv TA16M325_329462_B_Inv51327_ 48.jpg
2024/09/04 16:52:46 recv TA16M325_329463_A_Inv51327_ 49.JPG
2024/09/04 16:52:46 recv TA16M325_329463_A_Inv51327_ 49.jpg
2024/09/04 16:52:46 recv TA16M325_329463_B_Inv51327_ 49.JPG
2024/09/04 16:52:46 recv TA16M325_329463_B_Inv51327_ 49.jpg
2024/09/04 16:52:46 recv TA16M325_329464_A_Inv51327_ 50.JPG
2024/09/04 16:52:46 recv TA16M325_329464_A_Inv51327_ 50.jpg
2024/09/04 16:52:46 recv TA16M325_329464_B_Inv51327_ 50.JPG
2024/09/04 16:52:46 recv TA16M325_329464_B_Inv51327_ 50.jpg
2024/09/04 16:52:46 recv TA16M325_329465_A_Inv51327_ 51.JPG
2024/09/04 16:52:46 recv TA16M325_329465_A_Inv51327_ 51.jpg
2024/09/04 16:52:46 recv TA16M325_329465_B_Inv51327_ 51.JPG
2024/09/04 16:52:46 recv TA16M325_329465_B_Inv51327_ 51.jpg
2024/09/04 16:52:46 recv TA16M325_329466_A_Inv51327_ 52.JPG
2024/09/04 16:52:46 recv TA16M325_329466_A_Inv51327_ 52.jpg
2024/09/04 16:52:46 recv TA16M325_329466_B_Inv51327_ 5.jpg
2024/09/04 16:52:46 recv TA16M325_329466_B_Inv51327_ 52.JPG
2024/09/04 16:52:46 recv TA16M325_329467_A_Inv51327_ 53.JPG
2024/09/04 16:52:46 recv TA16M325_329467_A_Inv51327_ 53.jpg
2024/09/04 16:52:46 recv TA16M325_329467_B_Inv51327_ 53.JPG
2024/09/04 16:52:46 recv TA16M325_329467_B_Inv51327_ 53.jpg
2024/09/04 16:52:46 recv TA16M325_329468_A_Inv51327_ 54.JPG
2024/09/04 16:52:46 recv TA16M325_329468_A_Inv51327_ 54.jpg
2024/09/04 16:52:46 recv TA16M325_329468_B_Inv51327_ 54.JPG
2024/09/04 16:52:46 recv TA16M325_329468_B_Inv51327_ 54.jpg
2024/09/04 16:52:46 recv TA16M325_329469_A_Inv51327_ 55.JPG
2024/09/04 16:52:46 recv TA16M325_329469_A_Inv51327_ 55.jpg
2024/09/04 16:52:46 recv TA16M325_329469_B_Inv51327_ 55.JPG
2024/09/04 16:52:46 recv TA16M325_329469_B_Inv51327_ 55.jpg
2024/09/04 16:52:46 recv TA16M325_329470_A_Inv51327_ 56.JPG
2024/09/04 16:52:46 recv TA16M325_329470_A_Inv51327_ 56.jpg
2024/09/04 16:52:46 recv TA16M325_329470_B_Inv51327_ 56.JPG
2024/09/04 16:52:46 recv TA16M325_329470_B_Inv51327_ 56.jpg
2024/09/04 16:52:46 recv TA16M325_329471_A_Inv51327_ 57.JPG
2024/09/04 16:52:46 recv TA16M325_329471_A_Inv51327_ 57.jpg
2024/09/04 16:52:46 recv TA16M325_329471_B_Inv51327_ 57.JPG
2024/09/04 16:52:46 recv TA16M325_329471_B_Inv51327_ 57.jpg
2024/09/04 16:52:46 recv TA16M325_329472_A_Inv51327_ 58.JPG
2024/09/04 16:52:46 recv TA16M325_329472_A_Inv51327_ 58.jpg
2024/09/04 16:52:46 recv TA16M325_329472_B_Inv51327_ 58.JPG
2024/09/04 16:52:46 recv TA16M325_329472_B_Inv51327_ 58.jpg
2024/09/04 16:52:46 recv TA16M325_329724_A_Inv112486, 112490.jpg
2024/09/04 16:52:46 recv TA16M325_330833_A_Inv27726 .jpg
2024/09/04 16:52:46 recv TA16M325_334010_B_Inv3907-3912, 51386.jpg
2024/09/04 16:52:46 recv TA16M325_334253_A_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_334253_B_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_334253_C_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_334283_A_Inv20929  provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_334283_A_Inv20929 cimasa a provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_334283_A_Inv20929 cimasa b provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_334283_A_Inv20929 cimasa c provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_334283_A_Inv20929 provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_334286_A_ Inv6150.jpg
2024/09/04 16:52:46 recv TA16M325_334286_B_ Inv6150.jpg
2024/09/04 16:52:46 recv TA16M325_334287_A_ Inv6214.jpg
2024/09/04 16:52:46 recv TA16M325_334287_B_ Inv6214.jpg
2024/09/04 16:52:46 recv TA16M325_334287_C_ Inv6214.jpg
2024/09/04 16:52:46 recv TA16M325_334288_A_ Inv113768.jpg
2024/09/04 16:52:46 recv TA16M325_334288_B_ Inv113768.jpg
2024/09/04 16:52:46 recv TA16M325_334289_A_ Inv113769.jpg
2024/09/04 16:52:46 recv TA16M325_334289_B_ Inv113769.jpg
2024/09/04 16:52:46 recv TA16M325_334290_A_ Inv113835.jpg
2024/09/04 16:52:46 recv TA16M325_334290_B_ Inv113835.jpg
2024/09/04 16:52:46 recv TA16M325_334291_A_ Inv113836.jpg
2024/09/04 16:52:46 recv TA16M325_334291_B_ Inv113836.jpg
2024/09/04 16:52:46 recv TA16M325_334292_A_ Inv113837.jpg
2024/09/04 16:52:46 recv TA16M325_334292_B_ Inv113837.jpg
2024/09/04 16:52:46 recv TA16M325_334293_A_ Inv113838.jpg
2024/09/04 16:52:46 recv TA16M325_334293_B_ Inv113838.jpg
2024/09/04 16:52:46 recv TA16M325_334294_A_ Inv113839.jpg
2024/09/04 16:52:46 recv TA16M325_334294_B_ Inv113839.jpg
2024/09/04 16:52:46 recv TA16M325_334295_A_ Inv113840.jpg
2024/09/04 16:52:46 recv TA16M325_334295_B_ Inv113840.jpg
2024/09/04 16:52:46 recv TA16M325_334296_A_ Inv113841.jpg
2024/09/04 16:52:46 recv TA16M325_334297_A_ Inv113843.jpg
2024/09/04 16:52:46 recv TA16M325_334297_B_ Inv113843.jpg
2024/09/04 16:52:46 recv TA16M325_334298_A_ Inv113845.jpg
2024/09/04 16:52:46 recv TA16M325_334298_B_ Inv113845.jpg
2024/09/04 16:52:46 recv TA16M325_334314_Inv34773 PROVVISORIA.jpg
2024/09/04 16:52:46 recv TA16M325_349080_A_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349080_A_Inv Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349080_B_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349080_B_Inv Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349080_C_ Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349080_C_Inv Inv33598.jpg
2024/09/04 16:52:46 recv TA16M325_349082_A_InvSN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_A_SN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_B_InvSN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_B_SN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_C_InvSN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_C_SN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_D_InvSN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349082_D_SN_1 ANGOLO SUD EST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_A_InvSN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_A_SN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_B_InvSN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_B_SN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_C_InvSN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_C_SN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_D_InvSN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349088_D_SN_2 ANGOLO SUD OVEST.jpg
2024/09/04 16:52:46 recv TA16M325_349167_A_InvSN busto.jpg
2024/09/04 16:52:46 recv TA16M325_349167_B_InvSN busto.jpg
2024/09/04 16:52:46 recv TA16M325_349167_C_InvSN busto.jpg
2024/09/04 16:52:46 recv TA16M325_349167_D_InvSN busto.jpg
2024/09/04 16:52:46 recv TA16M325_349168_A_Inv 34773 provvisoria.jpg
2024/09/04 16:52:46 recv TA16M325_359948_A_InvSN22_10 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359948_B_InvSN22_10 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359954_A_InvSN22_16 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359954_B_InvSN22_16 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359956_A_InvSN22_18 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359956_B_InvSN22_18 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359960_A_InvSN22_22 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359960_B_InvSN22_22 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359966_A_InvSN15_06 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359967_A_InvSN15_07 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359967_B_InvSN15_07 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359969_A_InvSN15_09 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359969_B_InvSN15_09 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359972_A_InvSN15_12 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359972_B_InvSN15_12 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359973_A_InvSN15_13 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359973_B_InvSN15_13 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359974_A_InvSN15_14 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359974_B_InvSN15_14 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359975_A_InvSN15_15 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359975_B_InvSN15_15 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359976_A_InvSN15_16 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359976_B_InvSN15_16 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359977_A_InvSN15_17 copia.jpg
2024/09/04 16:52:46 recv TA16M325_359977_B_InvSN15_17 copia.jpg
2024/09/04 16:52:46 recv TA16M325_360035_A_Inv9876 copia.jpg
2024/09/04 16:52:46 recv TA16M325_360035_B_Inv9876 copia.jpg
2024/09/04 16:52:46 recv TA16M325_360052_A_InvSN19_09 copia.jpg
2024/09/04 16:52:46 recv TA16M325_360052_B_InvSN19_09 copia.jpg
2024/09/04 16:52:46 recv TA16M325_361788_B_Inv3421 .jpg

sent 2.067 bytes  received 4.288.974 bytes  1.716.416,40 bytes/sec
total size is 191.487.384.184  speedup is 44.624,93 (DRY RUN)
