id_temp,cmpd,nctn,inv,suf,titolo,ogtd,ogr,ogto,piano,sala,scaffale,colonna,plateau,comune,dtzgi,dtzgf,dtsi,dtsf,dtm,materia,tecnica,desa,desm,desv,desl,desg,desu,desf,dest,deso,desn,desr,desd,zec,stcc,stcl,cdgg,adsp,adsm
397,2021-03-10,317638,0,397,Devoto-317638,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sotto: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
399,2021-03-10,317640,0,399,Devoto-317640,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sotto: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
400,2021-03-10,317641,0,400,Devoto-317641,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sotto: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
402,2021-03-10,317643,0,402,Devoto-317643,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sopra: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
403,2021-03-10,317644,0,403,Devoto-317644,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sopra: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
404,2021-03-10,317645,0,404,Devoto-317645,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,L PISO FRUGI  Cavaliere con ramo palma a d. Sotto: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
405,2021-03-10,317646,0,405,Devoto-317646,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,[L] PISO FRUGI  Cavaliere con ramo palma a d. Sopra: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
414,2021-03-10,317655,0,414,Devoto-317655,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,[L PISO FRUGI]  Cavaliere con ramo palma a d. Sotto: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
418,2021-03-10,317659,0,418,Devoto-317659,4009,1,39,-1,4,40,2,9,38,29,29,90,90,11,22,22,Testa laureata di Apollo a d. Dietro: marchio di controllo,[L P]ISO FRU[GI]  Cavaliere con ramo palma a d. Sopra: marchio di controllo,-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
554,2021-03-10,317795,0,554,Devoto-317795,4009,1,39,-1,4,40,2,11,38,28,28,104,104,11,22,22,Testa elmata di Roma a s. X,"C COIL CALD Vittoria su biga a s., con redini in entrambe le mani. Sopra: marchio di controllo ",-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
555,2021-03-10,317796,0,555,Devoto-317796,4009,1,39,-1,4,40,2,11,38,28,28,104,104,11,22,22,Testa elmata di Roma a s. X,"C COIL CALD Vittoria su biga a s., con redini in entrambe le mani. Sopra: marchio di controllo ",-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
557,2021-03-10,317798,0,557,Devoto-317798,4009,1,39,-1,4,40,2,11,38,28,28,104,104,11,22,22,Testa elmata di Roma a s. X,"[C COIL] CALD Vittoria su biga a s., con redini in entrambe le mani. Sotto: marchio di controllo ",-,-,ROMA,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
54,2021-03-10,317295,0,54,Devoto-317295,4009,1,39,-1,4,40,2,2,38,28,28,125,125,11,22,22,Testa elmata di Roma a d. BALBUS X,"Giove con lancia nella s. e fulmine nella d. su quadriga guidata da Vittoria con redini nella s. e frusta nella d. Sotto, scudo. In esergo: [MN AC]ILI",-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
99,2021-03-10,317340,0,99,Devoto-317340,4009,1,39,-1,4,40,2,3,38,28,28,114,113,11,22,22,"Busto femminile a d. (Roma?), drappeggiato e diademato. X",MN AEMILIO LEP Tre archi su cui è una statua equestre con lancia e corazza,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
101,2021-03-10,317342,0,101,Devoto-317342,4009,1,39,-1,4,40,2,3,38,28,28,114,113,11,22,22,"Busto femminile a d. (Roma?), drappeggiato e diademato. X",[MN AEM]ILIO LEP Tre archi su cui è una statua equestre con lancia e corazza,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
354,2021-03-10,317595,0,354,Devoto-317595,4009,1,39,-1,4,40,2,8,38,28,28,127,127,11,22,22,Testa elmata di Roma a d. X,"Scudo macedone decorato con testa di elefante; intorno, sullo scudo: M METELLVS Q F",-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
453,2021-03-10,317694,0,453,Devoto-317694,4009,1,39,-1,4,40,2,10,38,29,29,46,46,11,22,22,Testa elmata di Roma a d. ,T CARISI Cornucopie su globo.  Ai lati: scettro e timone,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
618,2021-03-10,317859,0,618,Devoto-317859,4009,1,39,-1,4,40,2,13,38,28,28,100,100,11,22,22,"Busto di Eracle visto di spalle, con testa a d. e clava sulla spalla s. A s., scudo e marchio di controllo","LENT MAR F figura maschile a s., con cornucopia nella s., che incornona Roma elmata, stante di fronte con lancia nella nella d. ",-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
619,2021-03-10,317860,0,619,Devoto-317860,4009,1,39,-1,4,40,2,13,38,28,28,100,100,11,22,22,"Busto di Eracle visto di spalle, con testa a d. e clava sulla spalla s. A s., scudo e marchio di controllo","LENT MAR F figura maschile a s., con cornucopia nella s., che incornona Roma elmata, stante di fronte con lancia nella nella d. ",-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
727,2021-03-10,317968,0,699,Devoto-317968,4009,1,39,-1,4,40,2,15,38,28,28,116,115,11,22,22,Testa elmata di Roma a d. X,CN DOMI Giove in quadriga a d. con fulmine nella s. e ramo nella d.,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
728,2021-03-10,317969,0,700,Devoto-317969,4009,1,39,-1,4,40,2,15,38,28,28,116,115,11,22,22,Testa elmata di Roma a d. X,CN DOM[I] Giove in quadriga a d. con fulmine nella s. e ramo nella d.,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
729,2021-03-10,317970,0,701,Devoto-317970,4009,1,39,-1,4,40,2,15,38,28,28,116,115,11,22,22,Testa elmata di Roma a d. X,CN DOMI Giove in quadriga a d. con fulmine nella s. e ramo nella d.,-,ROMA,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
57,2021-03-10,317298,0,57,Devoto-317298,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: SALVTIS,IIIVIR VAL[ETV MN] ACILIVS Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
61,2021-03-10,317302,0,61,Devoto-317302,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: [SALVTIS],IIIVIR VALETV [MN] ACILIVS Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
64,2021-03-10,317305,0,64,Devoto-317305,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: SALVTIS,IIIVIR VALETV MN ACILIVS Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
65,2021-03-10,317306,0,65,Devoto-317306,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: SALVTIS,IIIVIR VALETV [MN ACILIVS] Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
67,2021-03-10,317308,0,67,Devoto-317308,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: SALVTIS,IIIVIR VALETV MN ACILIVS Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
86,2021-03-10,317327,0,86,Devoto-317327,4009,1,39,-1,4,40,2,3,38,29,29,49,49,11,22,22,Testa laureata di Salus a d. Dietro: [SALVTIS], IIIVIR VAL[ETVMN] ACILIVS Valetudo stante a s. con braccio s. appoggiato ad una colonna e serpente nella d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
94,2021-03-10,317335,0,94,Devoto-317335,4009,1,39,-1,4,40,2,3,38,29,29,92,92,11,22,22,"BALA testa femminile a d., con diadema. Davanti: lettera di controllo ","C ALLI Diana su biga di cervi a d., con scettro e redini nella s. e torcia nella d. Sotto: simbolo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
96,2021-03-10,317337,0,96,Devoto-317337,4009,1,39,-1,4,40,2,3,38,29,29,92,92,11,22,22,"BALA testa femminile a d., con diadema. Davanti: lettera di controllo ","C ALLI Diana su biga di cervi a d., con scettro e redini nella s. e torcia nella d. Sotto: simbolo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
110,2021-03-10,317351,0,110,Devoto-317351,4009,1,39,-1,4,40,2,3,38,29,29,58,58,11,22,22,M SCAVR AED CVR  E[X] SC re Areta accovacciato davanti a cammello con ramoscello di ulivo nella d. e redini nella s. In esergo [REX A]RETA[S],"[P HVPSAE] AED CVR [C HVPSAE COS PREIVE CAPTV] Giove in quadriga a s., con redini nella s. e fulmine nella d. Sotto: scorpione",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
111,2021-03-10,317352,0,111,Devoto-317352,4009,1,39,-1,4,40,2,3,38,29,29,58,58,11,22,22,M SCAVR AED CVR  EX S[C] re Areta accovacciato davanti a cammello con ramoscello di ulivo nella d. e redini nella s. In esergo REX ARETA[S],"P HVPSAEVS AED CVR [C HVPSAE COS PREIVE CAPTV] Giove in quadriga a s., con redini nella s. e fulmine nella d. Sotto: scorpione",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
113,2021-03-10,317354,0,113,Devoto-317354,4009,1,39,-1,4,40,2,4,38,29,29,58,58,11,22,22,[M S]C[AVR AED CVR]  EX [SC] re Areta accovacciato davanti a cammello con ramoscello di ulivo nella d. e redini nella s. In esergo REX ARE[TAS],"[P] HVPSAE AED CVR C HVPSAE COS [PREIVE] CAPTV Giove in quadriga a s., con redini nella s. e fulmine nella d. Sotto: scorpione",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
114,2021-03-10,317355,0,114,Devoto-317355,4009,1,39,-1,4,40,2,4,38,29,29,58,58,11,22,22,M SCAVR AED CVR [E]X SC re Areta accovacciato davanti a cammello con ramoscello di ulivo nella d. e redini nella s. In esergo REX ARETA[S],"[P] HVPSAE AED CVR C HVPSAE COS [PREIVE CAPTV] Giove in quadriga a s., con redini nella s. e fulmine nella d. Sotto: scorpione",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
123,2021-03-10,317364,0,123,Devoto-317364,4009,1,39,-1,4,40,2,4,38,29,29,62,62,11,22,22,PAVLLVS LEPIDVS testa velata di Concordia a d. Davanti: CONCORDIA,"A destra una figura togata (L. Aemilius Paullus) che tocca un trofeo d'armi posto al centro. A sinistra tre prigionieri in abiti greci: il re Perseo, con lunga barba e con le mani legate dietro la schiena, ed i suoi due figli. Sopra: TER. In esergo: PAVLLV[S]",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
124,2021-03-10,317365,0,124,Devoto-317365,4009,1,39,-1,4,40,2,4,38,29,29,62,62,11,22,22,PAVLLVS LEPIDVS testa velata di Concordia a d. Davanti: CONCORDIA,"A destra una figura togata (L. Aemilius Paullus) che tocca un trofeo d'armi posto al centro. A sinistra tre prigionieri in abiti greci: il re Perseo, con lunga barba e con le mani legate dietro la schiena, ed i suoi due figli. Sopra: TER. In esergo: PAVLLVS",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
129,2021-03-10,317370,0,129,Devoto-317370,4009,1,39,-1,4,40,2,4,38,29,29,62,62,11,22,22,PAVLLVS LEPIDVS testa velata di Concordia a d. Davanti: CONCORDIA,"A destra una figura togata (L. Aemilius Paullus) che tocca un trofeo d'armi posto al centro. A sinistra tre prigionieri in abiti greci: il re Perseo, con lunga barba e con le mani legate dietro la schiena, ed i suoi due figli. Sopra: [TER]. In esergo: PAVLLVS",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
137,2021-03-10,317378,0,137,Devoto-317378,4009,1,39,-1,4,40,2,4,38,29,29,47,47,11,22,22,C CAESAR IMP COS ITER Busto di Venere a d.,"A ALLIENVS PRO COSTrinacrus a s., con piede s. su prora, triskeles nella mano d. e mantello nella s.",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Sicilia,11,3,1,1,1
138,2021-03-10,317379,0,138,Devoto-317379,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNIVS T F [T N PRO COS] EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia.","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: C TARQVI[TI PF]. Sopra: XXIIII",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
139,2021-03-10,317380,0,139,Devoto-317380,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNI T F T N [PRO COS EX SC] Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: caduceo. Sotto: T","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F HIS[P]. Sopra: Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
140,2021-03-10,317381,0,140,Devoto-317381,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"[C ANNI T F T N PR]O COS EX S[C] Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: caduceo.","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F [HISP]. Sopra: Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
141,2021-03-10,317382,0,141,Devoto-317382,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNI T F T N PRO COS EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: caduceo. Sotto: N","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: [L FABI L F HISP]. Sopra: Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
142,2021-03-10,317383,0,142,Devoto-317383,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNI T F T N PRO COS EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: caduceo. Sotto: R","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F HISP. Sopra: Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
143,2021-03-10,317384,0,143,Devoto-317384,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"[C ANNI T F T N PR]O COS EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: caduceo. Sotto: N","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F HI[SP]. Sopra: Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
144,2021-03-10,317385,0,144,Devoto-317385,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNIVS T F T N PRO COS EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: X. Sotto: N","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F. Sopra: HISP Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
145,2021-03-10,317386,0,145,Devoto-317386,4009,1,39,-1,4,40,2,4,38,29,29,82,81,11,22,22,"C ANNIVS T F T N PRO COS EX SC Busto femminile a d., drappeggiato e diademato. Davanti: bilancia. Dietro: X. Sotto: N","Vittoria su quadriga a  d., con redini nella s. e ramo di palma nella d. In esergo: L FABI L F. Sopra: HISP Q",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Spagna,11,3,1,1,1
159,2021-03-10,317400,0,159,Devoto-317400,4009,1,39,-1,4,40,2,4,38,29,29,47,47,11,22,22,RESTIO Testa di C. Antius Restio a d.,"C ANTIVS C F Ercole andante a d., con mantello sul braccio s. Tiene trofeo nella s. e clava nella d. ",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
162,2021-03-10,317403,0,162,Devoto-317403,4009,1,39,-1,4,40,2,4,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
163,2021-03-10,317404,0,163,Devoto-317404,4009,1,39,-1,4,40,2,4,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
164,2021-03-10,317405,0,164,Devoto-317405,4009,1,39,-1,4,40,2,4,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q [ANTO BALB PR] Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
165,2021-03-10,317406,0,165,Devoto-317406,4009,1,39,-1,4,40,2,4,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BA[LB] PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
167,2021-03-10,317408,0,167,Devoto-317408,4009,1,39,-1,4,40,2,4,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
169,2021-03-10,317410,0,169,Devoto-317410,4009,1,39,-1,4,40,2,5,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BAL[B] PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
174,2021-03-10,317415,0,174,Devoto-317415,4009,1,39,-1,4,40,2,5,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
175,2021-03-10,317416,0,175,Devoto-317416,4009,1,39,-1,4,40,2,5,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
176,2021-03-10,317417,0,176,Devoto-317417,4009,1,39,-1,4,40,2,5,38,29,29,83,82,11,22,22,SC testa laureata di Giove,"Q ANTO BALB PR Vittoria su quadriga a d., con redini e ramo di palma nella s. e corona nella d. Tra i cavalli: marchio di controllo",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
203,2021-03-10,317444,0,203,Devoto-317444,4009,1,83,-1,4,40,2,5,38,29,29,43,42,11,22,22,"M ANT IMP lituus, brocca e corvo","[LEP] IMP simpulum, aspergillum, ascia e apex",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Gallia Cisalpina,11,3,1,1,1
204,2021-03-10,317445,0,204,Devoto-317445,4009,1,83,-1,4,40,2,5,38,29,29,43,42,11,22,22,IIIVIR RPC busto di Vittoria a d.,ANTONI IMP XLI leone andante a d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Gallia Cisalpina,11,3,1,1,1
206,2021-03-10,317447,0,206,Devoto-317447,4009,1,83,-1,4,40,2,5,38,29,29,43,42,11,22,22,IIIVIR RPC busto di Vittoria a d.,[A]NTONI IMP XLI leone andante a d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Gallia Cisalpina,11,3,1,1,1
213,2021-03-10,317454,0,213,Devoto-317454,4009,1,39,-1,4,40,2,5,38,29,29,42,42,11,22,22,M ANTONI IMP testa di M. Antonius a d.,"IIIVIR RPC tempio distilo, all'interno, medaglione con busto radiato di Sol",-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
236,2021-03-10,317477,0,236,Devoto-317477,4009,1,83,-1,4,40,2,6,38,29,29,39,39,11,22,22,IIIVIR RPC testa velata e diademata di Concordia a d.,M ANTON C CAESAR mani che si stringono davanti a un caduceo,-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
253,2021-03-10,317494,0,253,Devoto-317494,4009,1,83,-1,4,40,2,6,38,29,29,39,39,11,22,22,IIIVIR RPC testa velata e diademata di Concordia a d.,M ANTON C CAESAR mani che si stringono davanti a un caduceo,-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
263,2021-03-10,317504,0,263,Devoto-317504,4009,1,83,-1,4,40,2,6,38,29,29,39,39,11,22,22,IIIVIR RPC testa velata e diademata di Concordia a d.,M ANTON C CAES[AR] mani che si stringono davanti a un caduceo,-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
286,2021-03-10,317527,0,286,Devoto-317527,4009,1,83,-1,4,40,2,7,38,29,29,39,39,11,22,22,IIIVIR RPC testa velata e diademata di Concordia a d.,M ANTON C CAESAR mani che si stringono davanti a un caduceo,-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
304,2021-03-10,317545,0,304,Devoto-317545,4009,1,39,-1,4,40,2,7,38,29,29,38,38,11,22,22,IIIVIR RPC COS DESIGN UER ET TERT busto radiato di Sol a d.,"M ANTONIVS M F M N AVGVR IMP TERT M. Antonius stante a d., togato e velato, con lituus nella d.",-,-,-,-,Latino,Latino,-,Latino,Latino,-,?,11,3,1,1,1
315,2021-03-10,317556,0,315,Devoto-317556,4009,1,39,-1,4,40,2,7,38,29,29,71,71,11,22,22,Busto elmato e drappeggiato di Virtus a d. Davanti: VIRTVS Dietro: IIIVIR,"MN AQVIL MN F MN N guerriero, con scudo nella s., sovrasta figura caduta. In esergo: SICIL",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
316,2021-03-10,317557,0,316,Devoto-317557,4009,1,39,-1,4,40,2,7,38,29,29,71,71,11,22,22,Busto elmato e drappeggiato di Virtus a d. Davanti: [VIR]TVS Dietro: IIIVIR,"MN [AQVIL MN F MN N] guerriero, con scudo nella s., sovrasta figura caduta. In esergo: [S]ICIL",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
374,2021-03-10,317615,0,374,Devoto-317615,4009,1,39,-1,4,40,2,8,38,28,28,112,112,11,22,22,"Busto di Apollo visto da dietro, con testa a s. e fulmine nella d. Sopra: monogramma","Lares Praestites seduti di fronte, con bastone nella s. Tra loro: cane. Sopra: busto di Vulcano con tenaglie sulla spalla. Ai lati: monogrammi. In esergo: L CAESI",-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
385,2021-03-10,317626,0,385,Devoto-317626,4009,1,39,-1,4,40,2,8,38,28,28,100,100,11,22,22,[PISO CAEPIO Q] testa laureata di Saturno a d. Dietro: harpa; sotto: marchio di controllo.,Due figure maschili sedute su subsellium; ai lati: spighe. In esergo: AD FRV EM[V EX SC],-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
386,2021-03-10,317627,0,386,Devoto-317627,4009,1,39,-1,4,40,2,8,38,28,28,100,100,11,22,22,PISO CAEPIO Q testa laureata di Saturno a d. Dietro: harpa; sotto: marchio di controllo.,Due figure maschili sedute su subsellium; ai lati: spighe. In esergo: AD FRV EM EX SC,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
387,2021-03-10,317628,0,387,Devoto-317628,4009,1,39,-1,4,40,2,8,38,28,28,100,100,11,22,22,PISO CAEPIO Q testa laureata di Saturno a d. Dietro: harpa; sotto: marchio di controllo.,Due figure maschili sedute su subsellium; ai lati: spighe. In esergo: AD FRV EM EX SC,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
431,2021-03-10,317672,0,431,Devoto-317672,4009,1,51,-1,4,40,2,9,38,29,29,43,42,11,22,22,CN PISO FRVGI testa laureata di Giano a d.,CN PISP FRVGI prora di nave a d.,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
449,2021-03-10,317690,0,449,Devoto-317690,4009,1,39,-1,4,40,2,10,38,29,29,46,46,11,22,22,Busto di Vittoria a d.,Vittoria su quadriga a d. In esergo: [T C]ARISI,-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
450,2021-03-10,317691,0,450,Devoto-317691,4009,1,39,-1,4,40,2,10,38,29,29,46,46,11,22,22,Busto di Vittoria a d.,Vittoria su quadriga a d. In esergo: T CARI[SI],-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
451,2021-03-10,317692,0,451,Devoto-317692,4009,1,39,-1,4,40,2,10,38,29,29,46,46,11,22,22,Busto di Vittoria a d. Dietro: SC,Vittoria su quadriga a d. In esergo: T CARI[SI],-,-,-,-,Latino,Latino,-,Latino,Latino,-,Roma,11,3,1,1,1
