nctn,stis,stid
328036,100,ante 2022
328037,1000,ante 2022
328038,10,ante 2022
328039,20,ante 2022
328040,20,ante 2022
328041,400,ante 2022
328042,100,ante 2022
328043,50,ante 2022
328044,200,ante 2022
328045,100,ante 2022
328046,10,ante 2022
328047,100,ante 2022
328048,100,ante 2022
328049,100,ante 2022
328050,150,ante 2022
328051,50,ante 2022
328052,50,ante 2022
328053,50,ante 2022
328054,100,ante 2022
328055,100,ante 2022
328056,100,ante 2022
328057,60,ante 2022
328058,50,ante 2022
328059,70,ante 2022
347409,1000,ante 2022
328867,100,ante 2022
328868,100,ante 2022
328869,60,ante 2022
328870,70,ante 2022
328871,50,ante 2022
328872,70,ante 2022
328873,50,ante 2022
328874,500,ante 2022
328878,100,ante 2022
328879,70,ante 2022
328880,70,ante 2022
328881,50,ante 2022
328882,60,ante 2022
328883,70,ante 2022
328884,100,ante 2022
328885,100,ante 2022
328886,40,ante 2022
328887,50,ante 2022
328888,200,ante 2022
328889,100,ante 2022
328890,500,ante 2022
328891,200,ante 2022
328892,1000,ante 2022
347410,400,ante 2022
347411,1500,ante 2022
328893,500,ante 2022
347412,1000,ante 2022
328894,700,ante 2022
328895,500,ante 2022
328896,200,ante 2022
328898,700,ante 2022
347413,1000,ante 2022
328899,500,ante 2022
328900,300,ante 2022
328901,500,ante 2022
328902,50,ante 2022
328903,1000,ante 2022
328904,900,ante 2022
328905,200,ante 2022
328906,100,ante 2022
328907,200,ante 2022
328908,50,ante 2022
328909,50,ante 2022
328910,200,ante 2022
328911,20,ante 2022
328912,100,ante 2022
365094,3000,ante 2022
333293,400000,ante 2022
363440,150,ante 2022
363441,45,ante 2022
363442,125,ante 2022
363443,130,ante 2022
363444,45,ante 2022
363445,10,ante 2022
363446,50,ante 2022
363447,100,ante 2022
363448,40,ante 2022
363449,20,ante 2022
363450,15,ante 2022
363451,200,ante 2022
363452,130,ante 2022
363453,15,ante 2022
364967,50,ante 2022
363454,30,ante 2022
363455,130,ante 2022
363456,5,ante 2022
363457,45,ante 2022
363458,125,ante 2022
363459,120,ante 2022
363460,45,ante 2022
363461,200,ante 2022
363462,30,ante 2022
363463,20,ante 2022
363464,20,ante 2022
363465,250,ante 2022
363466,75,ante 2022
363467,35,ante 2022
363468,35,ante 2022
363469,1000,ante 2022
363470,300,ante 2022
363471,45,ante 2022
363472,80,ante 2022
363473,100,ante 2022
363474,120,ante 2022
363475,80,ante 2022
363476,20,ante 2022
363477,30,ante 2022
363478,20,ante 2022
363479,70,ante 2022
363480,15,ante 2022
363481,20,ante 2022
363482,20,ante 2022
363483,100,ante 2022
363484,100,ante 2022
363485,30,ante 2022
363486,20,ante 2022
363487,20,ante 2022
363488,30,ante 2022
363489,30,ante 2022
363490,20,ante 2022
363491,15,ante 2022
363492,150,ante 2022
363493,30,ante 2022
363494,50,ante 2022
363495,80,ante 2022
363496,80,ante 2022
363497,60,ante 2022
363498,30,ante 2022
363499,35,ante 2022
361949,40,ante 2022
361950,20,ante 2022
361951,30,ante 2022
361952,10,ante 2022
361953,30,ante 2022
361954,35,ante 2022
361955,3,ante 2022
361956,70,ante 2022
361957,5,ante 2022
361958,1000,ante 2022
361959,5,ante 2022
361960,3,ante 2022
361961,3,ante 2022
361962,3,ante 2022
361963,3,ante 2022
361964,100,ante 2022
361965,80,ante 2022
361966,150,ante 2022
361967,35,ante 2022
349031,180,ante 2022
349032,2000,ante 2022
349033,600,ante 2022
349034,120,ante 2022
349035,70,ante 2022
361968,70,ante 2022
361969,50,ante 2022
361970,150,ante 2022
361971,60,ante 2022
361972,60,ante 2022
361973,80,ante 2022
361974,35,ante 2022
361975,80,ante 2022
361976,50,ante 2022
361977,35,ante 2022
361978,50,ante 2022
361979,25,ante 2022
361980,3,ante 2022
361981,15,ante 2022
361982,10,ante 2022
361983,30,ante 2022
361984,50,ante 2022
361985,100,ante 2022
361986,30,ante 2022
361987,70,ante 2022
361988,30,ante 2022
361989,4000,ante 2022
361990,100,ante 2022
361991,5000,ante 2022
361992,150,ante 2022
361993,150,ante 2022
361994,5000,ante 2022
361995,40,ante 2022
361996,100,ante 2022
361997,100,ante 2022
361998,80,ante 2022
361999,60,ante 2022
362000,70,ante 2022
362001,60,ante 2022
362002,30,ante 2022
362003,50,ante 2022
362004,150,ante 2022
362005,60,ante 2022
362006,60,ante 2022
362007,35,ante 2022
362008,35,ante 2022
362009,45,ante 2022
362010,20,ante 2022
362011,20,ante 2022
362012,30,ante 2022
362013,25,ante 2022
362014,25,ante 2022
362015,200,ante 2022
362016,500,ante 2022
362017,"2,5",ante 2022
362018,"2,5",ante 2022
362019,"2,5",ante 2022
362020,"2,5",ante 2022
362021,"2,5",ante 2022
362022,"2,5",ante 2022
362023,"2,5",ante 2022
362024,"2,5",ante 2022
362025,2,ante 2022
362034,2,ante 2022
362035,2,ante 2022
362036,2,ante 2022
362037,2,ante 2022
362038,2,ante 2022
362026,2,ante 2022
362027,2,ante 2022
362028,2,ante 2022
362029,2,ante 2022
362030,2,ante 2022
362031,2,ante 2022
362032,2,ante 2022
362033,2,ante 2022
362039,"2,5",ante 2022
362040,"2,5",ante 2022
362041,"1,25",ante 2022
362042,"2,5",ante 2022
362043,"1,25",ante 2022
362044,"2,5",ante 2022
362045,"1,25",ante 2022
362046,"1,25",ante 2022
362047,"8,5",ante 2022
362056,"8,5",ante 2022
362057,"8,5",ante 2022
362058,"8,5",ante 2022
362059,"8,5",ante 2022
362060,"8,5",ante 2022
362061,"8,5",ante 2022
362062,"8,5",ante 2022
362063,"8,5",ante 2022
362064,"8,5",ante 2022
362048,"8,5",ante 2022
362049,"8,5",ante 2022
362050,"8,5",ante 2022
362051,"8,5",ante 2022
362052,"8,5",ante 2022
362053,"8,5",ante 2022
362054,"8,5",ante 2022
362055,"8,5",ante 2022
362065,"8,5",ante 2022
362074,"8,5",ante 2022
362075,"8,5",ante 2022
362076,"8,5",ante 2022
362066,"8,5",ante 2022
362067,"8,5",ante 2022
362068,"8,5",ante 2022
362069,"8,5",ante 2022
362070,"8,5",ante 2022
362071,"8,5",ante 2022
362072,"8,5",ante 2022
362073,"8,5",ante 2022
363581,"32,5",ante 2022
363590,"32,5",ante 2022
363591,"32,5",ante 2022
363592,"32,5",ante 2022
363593,"32,5",ante 2022
363594,"32,5",ante 2022
363595,"32,5",ante 2022
363596,"32,5",ante 2022
363597,"32,5",ante 2022
363598,"32,5",ante 2022
363599,"32,5",ante 2022
363582,"32,5",ante 2022
363600,"32,5",ante 2022
363601,"32,5",ante 2022
363602,"32,5",ante 2022
363603,"32,5",ante 2022
363604,"32,5",ante 2022
363605,"32,5",ante 2022
363606,"32,5",ante 2022
363607,"32,5",ante 2022
363608,"32,5",ante 2022
363609,"32,5",ante 2022
363583,"32,5",ante 2022
363610,"32,5",ante 2022
363611,"32,5",ante 2022
363612,"32,5",ante 2022
363613,"32,5",ante 2022
363614,"32,5",ante 2022
363615,"32,5",ante 2022
363616,"32,5",ante 2022
363617,"32,5",ante 2022
363618,"32,5",ante 2022
363619,"32,5",ante 2022
363584,"32,5",ante 2022
363620,"32,5",ante 2022
363621,"32,5",ante 2022
363622,"32,5",ante 2022
363623,"32,5",ante 2022
363624,"32,5",ante 2022
363625,"32,5",ante 2022
363626,"32,5",ante 2022
363627,"32,5",ante 2022
363628,"32,5",ante 2022
363629,"32,5",ante 2022
363585,"32,5",ante 2022
363630,"32,5",ante 2022
363631,"32,5",ante 2022
363632,"32,5",ante 2022
363633,"32,5",ante 2022
363634,"32,5",ante 2022
363635,"32,5",ante 2022
363636,"32,5",ante 2022
363637,"32,5",ante 2022
363638,"32,5",ante 2022
363639,"32,5",ante 2022
363586,"32,5",ante 2022
363640,"32,5",ante 2022
363641,"32,5",ante 2022
363642,"32,5",ante 2022
363587,"32,5",ante 2022
363588,"32,5",ante 2022
363589,"32,5",ante 2022
363643,18,ante 2022
363652,18,ante 2022
363653,18,ante 2022
363654,18,ante 2022
363655,18,ante 2022
363656,18,ante 2022
363657,18,ante 2022
363658,18,ante 2022
363659,18,ante 2022
363660,18,ante 2022
363661,18,ante 2022
363644,18,ante 2022
363662,18,ante 2022
363663,18,ante 2022
363664,18,ante 2022
363665,18,ante 2022
363666,18,ante 2022
363667,18,ante 2022
363668,18,ante 2022
363669,18,ante 2022
363670,18,ante 2022
363671,18,ante 2022
363645,18,ante 2022
363672,18,ante 2022
363673,18,ante 2022
363674,18,ante 2022
363675,18,ante 2022
363676,18,ante 2022
363646,18,ante 2022
363647,18,ante 2022
363648,18,ante 2022
363649,18,ante 2022
363650,18,ante 2022
363651,18,ante 2022
363677,20,ante 2022
363678,20,ante 2022
363679,20,ante 2022
363680,20,ante 2022
363681,20,ante 2022
363682,20,ante 2022
363683,20,ante 2022
363684,25,ante 2022
363685,16,ante 2022
363686,16,ante 2022
363687,16,ante 2022
363688,16,ante 2022
363689,17,ante 2022
363690,17,ante 2022
363691,17,ante 2022
363692,100,ante 2022
363693,15,ante 2022
347867,5000,ante 2022
360535,150,ante 2022
360536,35,ante 2022
360537,35,ante 2022
360538,35,ante 2022
360539,14,ante 2022
360540,14,ante 2022
360541,14,ante 2022
360542,150,ante 2022
360543,150,ante 2022
361432,10000,ante 2022
360544,25,ante 2022
360545,100,ante 2022
360546,200,ante 2022
360547,200,ante 2022
360548,15,ante 2022
360549,40,ante 2022
360550,120,ante 2022
360551,40,ante 2022
360552,150,ante 2022
360553,30,ante 2022
360554,100,ante 2022
360555,100,ante 2022
360556,100,ante 2022
360557,30,ante 2022
360558,25,ante 2022
360559,50,ante 2022
350009,5000,ante 2022
360560,20,ante 2022
360561,30,ante 2022
360562,30,ante 2022
360563,130,ante 2022
360564,30,ante 2022
363361,600,ante 2022
363362,80,ante 2022
363363,70,ante 2022
363364,200,ante 2022
363365,20,ante 2022
363366,25,ante 2022
363367,25,ante 2022
363368,25,ante 2022
363369,120,ante 2022
363370,120,ante 2022
329644,1750,ante 2022
329645,800,ante 2022
363371,100,ante 2022
363379,40,ante 2022
363372,80,ante 2022
363373,1000,ante 2022
363374,800,ante 2022
363375,70,ante 2022
363376,35,ante 2022
363377,900,ante 2022
363378,30,ante 2022
363380,150,ante 2022
363381,60,ante 2022
363384,20,ante 2022
363385,20,ante 2022
363386,400,ante 2022
363387,400,ante 2022
363388,250,ante 2022
363389,50,ante 2022
363390,50,ante 2022
363391,70,ante 2022
363392,500,ante 2022
363393,100,ante 2022
363394,60,ante 2022
363395,300,ante 2022
363396,120,ante 2022
363397,1500,ante 2022
363398,50,ante 2022
363399,200,ante 2022
363400,100,ante 2022
363403,33,ante 2022
363404,34,ante 2022
363405,34,ante 2022
363406,100,ante 2022
363407,5000,ante 2022
350800,50000,ante 2022
363408,130,ante 2022
363409,400,ante 2022
363410,30,ante 2022
363411,250,ante 2022
363412,200,ante 2022
363413,100,ante 2022
363414,80,ante 2022
363415,80,ante 2022
363416,80,ante 2022
363417,100,ante 2022
363418,150,ante 2022
363419,50,ante 2022
363420,15,ante 2022
363421,200,ante 2022
348389,200000,ante 2022
360565,100,ante 2022
348390,500,ante 2022
348391,200,ante 2022
360567,2000,ante 2022
360568,70,ante 2022
360569,40,ante 2022
348671,100000,ante 2022
360570,2500,ante 2022
360571,250,ante 2022
360572,200,ante 2022
360573,150,ante 2022
360574,100,ante 2022
360575,750,ante 2022
360576,40,ante 2022
360577,700,ante 2022
360578,120,ante 2022
360579,50,ante 2022
360580,5000,ante 2022
360581,750,ante 2022
360582,1500,ante 2022
348647,50000,ante 2022
360583,100,ante 2022
360584,50,ante 2022
360585,70,ante 2022
360586,250,ante 2022
360587,50,ante 2022
360588,200,ante 2022
360589,200,ante 2022
360590,30,ante 2022
360591,40,ante 2022
349369,25000,ante 2022
360592,50,ante 2022
360593,50,ante 2022
360594,40,ante 2022
360595,30,ante 2022
360596,50,ante 2022
360597,80,ante 2022
360598,50,ante 2022
360599,120,ante 2022
360600,25,ante 2022
360601,2500,ante 2022
360602,600,ante 2022
360603,200,ante 2022
360604,2800,ante 2022
360605,50,ante 2022
360606,50,ante 2022
360607,50,ante 2022
360608,1000,ante 2022
360609,40,ante 2022
360610,25,ante 2022
360611,50,ante 2022
360612,1500,ante 2022
360613,500,ante 2022
360614,250,ante 2022
360615,300,ante 2022
360616,70,ante 2022
360617,120,ante 2022
360618,50,ante 2022
360619,500,ante 2022
360620,60,ante 2022
364950,25000,ante 2022
360621,35,ante 2022
360625,250,ante 2022
360626,1200,ante 2022
360627,60,ante 2022
360628,1000,ante 2022
360629,120,ante 2022
360630,60,ante 2022
360631,40,ante 2022
360632,4000,ante 2022
360633,3000,ante 2022
360634,120,ante 2022
360635,100,ante 2022
360636,600,ante 2022
360638,25,ante 2022
363382,5,ante 2022
363383,5,ante 2022
363401,100,ante 2022
363402,100,ante 2022
360622,17,ante 2022
360623,17,ante 2022
360624,17,ante 2022
360637,100,ante 2022
360639,50,ante 2022
360640,120,ante 2022
360641,180,ante 2022
360642,180,ante 2022
360643,40,ante 2022
360644,60,ante 2022
360645,40,ante 2022
360646,50,ante 2022
360647,50,ante 2022
360648,2500,ante 2022
360649,500,ante 2022
360650,70,ante 2022
360651,120,ante 2022
360652,50,ante 2022
360653,70,ante 2022
360654,1000,ante 2022
360655,70,ante 2022
360656,25,ante 2022
360657,2000,ante 2022
360658,60,ante 2022
360659,25,ante 2022
360660,25,ante 2022
360661,1500,ante 2022
360662,5000,ante 2022
360663,800,ante 2022
360664,100,ante 2022
360665,30,ante 2022
360666,2000,ante 2022
360667,500,ante 2022
360668,250,ante 2022
360669,250,ante 2022
360670,1500,ante 2022
360671,50,ante 2022
360672,500,ante 2022
360673,70,ante 2022
360674,250,ante 2022
360675,60,ante 2022
360676,700,ante 2022
360677,30,ante 2022
360678,700,ante 2022
360679,60,ante 2022
360680,80,ante 2022
360681,60,ante 2022
360682,50,ante 2022
360683,200,ante 2022
360684,50,ante 2022
360685,100,ante 2022
360686,150,ante 2022
360687,750,ante 2022
360688,50,ante 2022
360689,150,ante 2022
360690,60,ante 2022
360357,80,gennaio 2006
360358,50,gennaio 2006
349357,50000,ante 2022
347868,1250,ante 2022
360359,80,gennaio 2006
360360,120,gennaio 2006
360361,50,gennaio 2006
360362,50,gennaio 2006
360363,50,gennaio 2006
345190,3000,ante 2022
360364,1500,gennaio 2006
360365,800,gennaio 2006
360366,1300,gennaio 2006
360367,1800,gennaio 2006
360368,1000,gennaio 2006
360369,250,gennaio 2006
360370,250,gennaio 2006
360371,350,gennaio 2006
360372,30,gennaio 2006
360373,50,gennaio 2006
360374,600,gennaio 2006
360375,60,gennaio 2006
360376,40,gennaio 2006
360377,80,gennaio 2006
360378,1000,gennaio 2006
360379,700,gennaio 2006
360380,800,gennaio 2006
360381,700,gennaio 2006
360382,23,gennaio 2006
360383,23,gennaio 2006
360384,23,gennaio 2006
360385,23,gennaio 2006
360386,23,gennaio 2006
360387,23,gennaio 2006
360388,23,gennaio 2006
360389,23,gennaio 2006
360390,23,gennaio 2006
360391,150,gennaio 2006
360392,50,gennaio 2006
360393,150,gennaio 2006
360394,30,gennaio 2006
360395,30,gennaio 2006
360396,200,gennaio 2006
360397,150,gennaio 2006
360398,1000,gennaio 2006
360399,35,gennaio 2006
360400,130,gennaio 2006
360401,150,gennaio 2006
360402,50,gennaio 2006
360403,100,gennaio 2006
360404,70,gennaio 2006
360405,800,gennaio 2006
360406,750,gennaio 2006
360407,180,gennaio 2006
360408,100,gennaio 2006
360409,20,gennaio 2006
360410,20,gennaio 2006
360411,80,gennaio 2006
360412,80,gennaio 2006
360413,100,gennaio 2006
360414,50,gennaio 2006
360415,50,gennaio 2006
360416,100,gennaio 2006
360417,100,gennaio 2006
360418,130,gennaio 2006
360419,80,gennaio 2006
360420,40,gennaio 2006
360421,150,gennaio 2006
360422,100,gennaio 2006
360423,80,gennaio 2006
360424,18,gennaio 2006
360425,18,gennaio 2006
360426,10,gennaio 2006
360427,18,gennaio 2006
360428,18,gennaio 2006
360429,18,gennaio 2006
360430,150,gennaio 2006
360431,100,gennaio 2006
360432,60,gennaio 2006
360433,100,gennaio 2006
360434,30,gennaio 2006
360435,80,gennaio 2006
360436,25,gennaio 2006
360060,25,ante 2022
360061,40,ante 2022
360062,35,ante 2022
360063,800,ante 2022
360064,50,ante 2022
360065,50,ante 2022
360066,180,ante 2022
360067,150,ante 2022
360068,1300,ante 2022
360069,180,ante 2022
360070,180,ante 2022
360071,50,ante 2022
360072,300,ante 2022
360073,10,ante 2022
360074,60,ante 2022
360075,40,ante 2022
360076,150,ante 2022
360077,100,ante 2022
360078,1000,ante 2022
360079,70,ante 2022
360080,30,ante 2022
360081,70,ante 2022
360082,140,ante 2022
360083,50,ante 2022
360084,200,ante 2022
360085,50,ante 2022
360086,50,ante 2022
360087,1500,ante 2022
360088,30,ante 2022
360089,30,ante 2022
360090,30,ante 2022
360091,30,ante 2022
360092,100,ante 2022
360093,50,ante 2022
360094,130,ante 2022
360095,15000,ante 2022
360096,30,ante 2022
360097,30,ante 2022
360098,30,ante 2022
360099,500,ante 2022
360100,400,ante 2022
360101,150,ante 2022
360102,100,ante 2022
360103,40,ante 2022
360104,50,ante 2022
360105,400,ante 2022
360106,30,ante 2022
360107,25,ante 2022
360108,50,ante 2022
360109,40,ante 2022
360110,40,ante 2022
360111,60,ante 2022
360112,50,ante 2022
360113,400,ante 2022
360114,80,ante 2022
360115,80,ante 2022
360116,600,ante 2022
360117,20,ante 2022
360118,50,ante 2022
360119,300,ante 2022
360120,60,ante 2022
360121,800,ante 2022
360122,50,ante 2022
360123,50,ante 2022
360124,50,ante 2022
360125,50,ante 2022
360126,10,ante 2022
360127,400,ante 2022
360128,30,ante 2022
360129,800,gennaio 2006
360130,150,gennaio 2006
360131,150,gennaio 2006
360132,800,gennaio 2006
360133,30,gennaio 2006
360134,50,gennaio 2006
360135,30,gennaio 2006
360136,50,gennaio 2006
360137,40,gennaio 2006
360138,20,gennaio 2006
360139,100,gennaio 2006
360140,150,gennaio 2006
360141,50,gennaio 2006
360142,80,gennaio 2006
360143,35,gennaio 2006
360144,15,gennaio 2006
360145,500,gennaio 2006
360146,800,gennaio 2006
360147,40,gennaio 2006
360148,100,gennaio 2006
360149,800,gennaio 2006
360150,500,gennaio 2006
360151,80,gennaio 2006
360152,80,gennaio 2006
360153,100,gennaio 2006
360154,2000,gennaio 2006
360155,100,gennaio 2006
360156,50,gennaio 2006
360157,15,gennaio 2006
360158,35,gennaio 2006
360159,250,gennaio 2006
360160,150,gennaio 2006
360161,150,gennaio 2006
360162,80,gennaio 2006
360163,100,gennaio 2006
360164,50,gennaio 2006
360165,60,gennaio 2006
360166,130,gennaio 2006
360167,100,gennaio 2006
360168,50,gennaio 2006
360169,800,gennaio 2006
360170,250,gennaio 2006
360171,40,gennaio 2006
360172,30,gennaio 2006
360173,1000,gennaio 2006
360174,150,gennaio 2006
360175,50,gennaio 2006
360176,60,gennaio 2006
360177,200,gennaio 2006
360178,200,gennaio 2006
360179,130,gennaio 2006
360180,50,gennaio 2006
360181,90,gennaio 2006
360182,40,gennaio 2006
360183,50,gennaio 2006
360184,60,gennaio 2006
360185,150,gennaio 2006
360186,150,gennaio 2006
360187,1500,gennaio 2006
360188,500,gennaio 2006
360189,300,gennaio 2006
360190,10,gennaio 2006
360191,150,gennaio 2006
360192,100,gennaio 2006
360193,100,gennaio 2006
360194,100,gennaio 2006
360195,60,gennaio 2006
360196,80,gennaio 2006
360197,150,gennaio 2006
360198,40,gennaio 2006
360199,150,gennaio 2006
360200,150,gennaio 2006
360201,1000,gennaio 2006
360202,100,gennaio 2006
360203,150,gennaio 2006
360204,200,gennaio 2006
360205,50,gennaio 2006
360206,30,gennaio 2006
360207,25,gennaio 2006
360208,180,gennaio 2006
360209,1500,gennaio 2006
360210,40,gennaio 2006
360211,120,gennaio 2006
360212,70,gennaio 2006
360213,40,gennaio 2006
360214,70,gennaio 2006
360215,250,gennaio 2006
360216,150,gennaio 2006
360217,50,gennaio 2006
360218,50,gennaio 2006
360219,150,gennaio 2006
360220,120,gennaio 2006
360221,25,gennaio 2006
360222,25,gennaio 2006
360223,100,gennaio 2006
360224,120,gennaio 2006
360225,20,gennaio 2006
360226,120,gennaio 2006
360227,150,gennaio 2006
360228,100,gennaio 2006
360229,40,gennaio 2006
360230,80,gennaio 2006
360231,150,gennaio 2006
360232,120,gennaio 2006
360233,100,gennaio 2006
360234,60,gennaio 2006
360235,40,gennaio 2006
360236,100,gennaio 2006
360237,700,gennaio 2006
360238,50,gennaio 2006
360240,200,gennaio 2006
360241,70,gennaio 2006
348965,1500,ante 2022
348966,400,ante 2022
348967,150,ante 2022
348968,1500,ante 2022
348969,50,ante 2022
360242,900,gennaio 2006
360243,200,gennaio 2006
360244,2500,gennaio 2006
360245,3000,gennaio 2006
360246,150,gennaio 2006
360247,500,gennaio 2006
360248,150,gennaio 2006
360249,100,gennaio 2006
360250,20,gennaio 2006
364968,1000,gennaio 2006
364969,1000,gennaio 2006
364970,400,gennaio 2006
360251,40,gennaio 2006
360252,20,gennaio 2006
360253,130,gennaio 2006
360254,180,gennaio 2006
360255,220,gennaio 2006
360256,50,gennaio 2006
360257,200,gennaio 2006
360258,45,gennaio 2006
360259,90,gennaio 2006
360260,500,gennaio 2006
360261,250,gennaio 2006
360262,35,gennaio 2006
360263,40,gennaio 2006
360264,50,gennaio 2006
360265,100,gennaio 2006
360266,80,gennaio 2006
360267,130,gennaio 2006
360268,100,gennaio 2006
360269,30,gennaio 2006
360270,80,gennaio 2006
360271,70,gennaio 2006
360272,30,gennaio 2006
360273,80,gennaio 2006
360274,100,gennaio 2006
360275,70,gennaio 2006
360276,200,gennaio 2006
360277,120,gennaio 2006
360278,120,gennaio 2006
360279,120,gennaio 2006
360280,15,gennaio 2006
360281,15,gennaio 2006
360282,15,gennaio 2006
360283,15,gennaio 2006
360306,1500,gennaio 2006
360307,1000,gennaio 2006
360308,1200,gennaio 2006
360309,350,gennaio 2006
360310,1000,gennaio 2006
360311,500,gennaio 2006
360312,30,gennaio 2006
360313,50,gennaio 2006
360314,50,gennaio 2006
360315,250,gennaio 2006
360316,200,gennaio 2006
360317,180,gennaio 2006
360318,90,gennaio 2006
360319,120,gennaio 2006
360320,90,gennaio 2006
360321,100,gennaio 2006
360322,500,gennaio 2006
360323,400,gennaio 2006
360324,60,gennaio 2006
360325,150,gennaio 2006
360326,40,gennaio 2006
360327,70,gennaio 2006
360328,150,gennaio 2006
360329,50,gennaio 2006
360330,200,gennaio 2006
360331,130,gennaio 2006
348392,200000,ante 2022
348393,100000,ante 2022
360332,160,gennaio 2006
360333,120,gennaio 2006
360334,30,gennaio 2006
360335,70,gennaio 2006
360336,400,gennaio 2006
360337,130,gennaio 2006
360338,25,gennaio 2006
360339,25,gennaio 2006
360340,600,gennaio 2006
360341,90,gennaio 2006
360342,35,gennaio 2006
360343,90,gennaio 2006
360344,250,gennaio 2006
360345,250,gennaio 2006
360346,350,gennaio 2006
360347,45,gennaio 2006
360348,40,gennaio 2006
360349,150,gennaio 2006
360350,60,gennaio 2006
360351,60,gennaio 2006
360352,50,gennaio 2006
360353,130,gennaio 2006
360354,130,gennaio 2006
360355,60,gennaio 2006
360356,1000,gennaio 2006
360284,40,gennaio 2006
360285,40,gennaio 2006
360286,500,gennaio 2006
360287,90,gennaio 2006
360288,150,gennaio 2006
360289,70,gennaio 2006
360290,35,gennaio 2006
360291,400,gennaio 2006
360292,600,gennaio 2006
360293,150,gennaio 2006
360294,60,gennaio 2006
360295,70,gennaio 2006
360296,100,gennaio 2006
360297,20,gennaio 2006
360298,90,gennaio 2006
360299,110,gennaio 2006
360300,90,gennaio 2006
360301,120,gennaio 2006
360302,200,gennaio 2006
360303,130,gennaio 2006
348878,1500,gennaio 2006
348879,250,gennaio 2006
348880,120,gennaio 2006
348881,2500,gennaio 2006
348882,600,gennaio 2006
348883,150,gennaio 2006
348884,1500,gennaio 2006
348885,1000,gennaio 2006
348886,1000,gennaio 2006
348887,250,gennaio 2006
348888,250,gennaio 2006
360304,200,gennaio 2006
360305,40,gennaio 2006
360704,150,gennaio 2006
360705,50,gennaio 2006
360706,100,gennaio 2006
360707,100,gennaio 2006
360708,80,gennaio 2006
360709,30,gennaio 2006
360710,140,gennaio 2006
360711,40,gennaio 2006
360712,60,gennaio 2006
360713,80,gennaio 2006
360714,5000,gennaio 2006
350165,1500,gennaio 2006
360716,500,gennaio 2006
360717,25,gennaio 2006
360718,25,gennaio 2006
360719,700,gennaio 2006
360720,50,gennaio 2006
360721,140,gennaio 2006
360722,110,gennaio 2006
360723,110,gennaio 2006
360724,30,gennaio 2006
360725,45,gennaio 2006
360726,90,gennaio 2006
360727,80,gennaio 2006
360728,150,gennaio 2006
360729,50,gennaio 2006
360730,50,gennaio 2006
360731,250,gennaio 2006
360732,50,gennaio 2006
360733,50,gennaio 2006
360734,300,gennaio 2006
360735,250,gennaio 2006
360736,500,gennaio 2006
360737,30,gennaio 2006
360738,50,gennaio 2006
360739,35,gennaio 2006
360740,120,gennaio 2006
360741,120,gennaio 2006
360742,200,gennaio 2006
360743,1700,gennaio 2006
365205,20,ante 2022
365206,"2,5",ante 2022
365207,100,ante 2022
365208,80,ante 2022
365209,30,ante 2022
365210,150,ante 2022
365211,200,ante 2022
365212,250,ante 2022
365213,200,ante 2022
365214,500,ante 2022
365215,200,ante 2022
365216,100,ante 2022
365217,200,ante 2022
334300,7000,ante 2022
334301,4300,ante 2022
360744,100,gennaio 2006
360745,100,gennaio 2006
360746,100,gennaio 2006
360747,100,gennaio 2006
360748,100,gennaio 2006
360749,100,gennaio 2006
360750,100,gennaio 2006
360751,100,gennaio 2006
360752,500,gennaio 2006
360753,100,gennaio 2006
360754,70,gennaio 2006
360755,50,gennaio 2006
360756,15,gennaio 2006
360757,15,gennaio 2006
360758,15,gennaio 2006
360759,15,gennaio 2006
360760,60,gennaio 2006
360761,60,gennaio 2006
360762,100,gennaio 2006
360763,40,gennaio 2006
360764,120,gennaio 2006
360765,20,gennaio 2006
360766,120,gennaio 2006
360767,30,gennaio 2006
360768,800,gennaio 2006
360769,50,gennaio 2006
360770,20,gennaio 2006
364394,70,ante 2022
364395,80,ante 2022
364396,20,ante 2022
364397,20,ante 2022
364398,50,ante 2022
364399,45,ante 2022
364400,80,ante 2022
364401,80,ante 2022
364402,80,ante 2022
364403,80,ante 2022
364404,80,ante 2022
364405,32,ante 2022
364406,32,ante 2022
364407,32,ante 2022
364408,32,ante 2022
364409,32,ante 2022
364410,32,ante 2022
364411,32,ante 2022
364412,32,ante 2022
364413,32,ante 2022
364414,32,ante 2022
364415,32,ante 2022
364416,32,ante 2022
364417,32,ante 2022
364418,30,ante 2022
364419,30,ante 2022
364420,30,ante 2022
364421,30,ante 2022
364422,30,ante 2022
364423,30,ante 2022
364424,30,ante 2022
364425,30,ante 2022
364426,30,ante 2022
364427,30,ante 2022
364428,30,ante 2022
364429,800,ante 2022
364430,250,ante 2022
364431,35,ante 2022
364432,35,ante 2022
364433,250,ante 2022
364434,120,ante 2022
364435,40,ante 2022
364436,40,ante 2022
364437,100,ante 2022
364438,50,ante 2022
364439,25,ante 2022
364440,40,ante 2022
364441,30,ante 2022
364442,50,ante 2022
364443,1200,ante 2022
364444,600,ante 2022
364445,1000,ante 2022
364446,200,ante 2022
364447,50,ante 2022
362078,200,ante 2022
362079,50,ante 2022
362081,30,ante 2022
362082,60,ante 2022
362083,50,ante 2022
362084,30,ante 2022
362085,200,ante 2022
362086,50,ante 2022
362087,100,ante 2022
362088,30,ante 2022
362089,200,ante 2022
362090,250,ante 2022
362091,200,ante 2022
362092,200,ante 2022
362093,200,ante 2022
362094,200,ante 2022
362095,200,ante 2022
362096,200,ante 2022
