nctn,stis,stid
363192,400,gennaio 2006
363193,500,gennaio 2006
363194,20,gennaio 2006
363195,50,gennaio 2006
363196,50,gennaio 2006
363197,80,gennaio 2006
363198,150,gennaio 2006
359656,20,2004
359657,50,2004
359658,10,2004
359659,40,2004
359660,30,2004
359661,40,2004
359662,40,2004
359663,40,2004
359664,150,2004
359665,60,2004
359666,50,2004
359667,170,2004
359668,10,2004
359669,150,2004
359670,50,2004
359671,70,2004
359672,30,2004
359673,800,2004
359674,100,2004
359675,50,2004
359676,50,2004
349001,1200,2004
349002,800,2004
349003,4000,2004
349004,100,2004
359677,60,2004
359678,50,2004
359679,150,2004
359680,100,2004
359681,90,2004
359682,700,2004
359683,50,2004
359684,700,2004
359685,60,2004
359686,40,2004
359687,50,2004
359688,100,2004
359689,50,2004
359690,70,2004
329534,2000,2004
359691,800,2004
359692,40,2004
359693,60,2004
359694,60,2004
359695,60,2004
359696,40,2004
359697,100,2004
359698,50,2004
329535,20000,2004
329536,25000,2004
350871,10000,2004
359699,50,2004
359700,50,2004
359701,50,2004
359702,30,2004
359703,10,2004
359704,90,2004
359705,10,2004
359706,5,2004
359707,5,2004
359708,90,2004
359709,100,2004
359710,1000,2004
359711,80,2004
359712,50,2004
359713,100,2004
364977,4000,2004
359714,50,2004
359715,40,2004
359716,20,2004
359717,10,2004
359718,80,2004
359719,10,2004
359720,10,2004
359721,50,2004
359722,70,2004
359723,70,2004
359724,50,2004
359725,100,2004
359726,50,2004
359727,40,2004
350040,10000,2004
359728,30,2004
359729,50,2004
359730,70,2004
359731,120,2004
359732,90,2004
359733,80,2004
359734,60,2004
359735,60,2004
359736,70,2004
359737,70,2004
359738,70,2004
359739,60,2004
359740,50,2004
359741,50,2004
359742,50,2004
359743,50,2004
359744,50,2004
359745,60,2004
359746,50,2004
359747,50,2004
359748,50,2004
359749,60,2004
359750,40,2004
359751,50,2004
359752,50,2004
359753,70,2004
359754,50,2004
359755,70,2004
359756,3000,2004
359757,50,2004
359758,100,2004
359759,100,2004
359760,50,2004
359761,50,2004
359762,50,2004
359763,70,2004
359764,50,2004
359765,60,2004
359766,40,2004
359767,40,2004
359768,40,2004
359769,50,2004
359770,70,2004
359771,100,2004
359772,40,2004
359773,1500,2004
359774,1000,2004
359775,800,2004
359776,800,2004
359777,800,2004
359778,80,2004
359779,100,2004
359780,3500,2004
359781,50,2004
359782,60,2004
359783,50,2004
359784,40,2004
334272,25000,2004
359785,10000,2004
359786,15,2004
359787,20,2004
359788,40,2004
359789,40,2004
359790,100,2004
359791,30,2004
359792,50,2004
363908,3000,2004
363909,1500,2004
363910,200,2004
363911,100,2004
363912,250,2004
349207,1000000,2004
350900,20000,2004
350901,100,2004
363913,50,2004
363914,40,2004
363915,40,2004
363916,1,2004
363917,70,2004
363918,50,2004
363919,50,2004
363920,100,2004
363921,100,2004
334510,10000,2004
363922,100,2004
363923,40,2004
363924,40,2004
363925,40,2004
363926,60,2004
361433,20000,2004
363927,15000,2004
363928,10000,2004
363929,2000,2004
363930,15000,2004
363931,10000,2004
363932,5000,2004
363933,5000,2004
363934,3400,2004
363935,3400,2004
363936,3400,2004
363937,5000,2004
363938,5000,2004
363939,5000,2004
363940,4000,2004
363941,1000,2004
363942,1000,2004
363943,500,2004
363944,200,2004
363945,200,2004
359793,40,2004
359794,80,2004
359795,40,2004
359796,1000,2004
359797,1000,2004
359798,100,2004
359799,50,2004
359800,50,2004
359801,80,2004
349208,1000000,2004
350842,50000,2004
364983,25000,2004
364984,150,2004
360437,100,2004
360438,50,2004
360439,300,2004
360440,150,2004
360441,50,2004
360442,300,2004
360443,50,2004
360444,100,2004
360445,50,2004
360446,1200,2004
360447,200,2004
360448,50,2004
360449,300,2004
360450,100,2004
360451,700,2004
360452,80,2004
360453,300,2004
360454,90,2004
360455,100,2004
360456,70,2004
360457,40,2004
360458,150,2004
360459,800,2004
360460,10,2004
360461,10,2004
360462,80,2004
360463,90,2004
360464,20,2004
349865,250000,2004
349866,100000,2004
360465,80,2004
360466,90,2004
360467,40,2004
360468,100,2004
360469,50,2004
360470,300,2004
360471,40,2004
360472,40,2004
360473,600,2004
360474,80,2004
360475,50,2004
360476,200,2004
359909,50,2004
359910,50,2004
359911,80,2004
359912,50,2004
359913,500,2004
359914,40,2004
359915,2500,2004
359916,100,2004
329537,4000,2004
359917,50,2004
329538,3000,2004
329539,2000,2004
329540,1000,2004
329541,800,2004
329542,1000,2004
329543,4000,2004
348069,4000,2004
348070,4000,2004
348071,4000,2004
348072,10000,2004
348073,3000,2004
348074,3000,2004
348075,10000,2004
348076,50000,2004
348077,40000,2004
348078,40000,2004
348079,20000,2004
348080,20000,2004
359918,1000,2004
359919,100,2004
359920,100,2004
359921,100,2004
359922,90,2004
359923,100,2004
359924,1000,2004
359925,50,2004
359926,1200,2004
359927,150,2004
359928,40,2004
359929,50,2004
359930,80,2004
359931,50,2004
359932,300,2004
359933,200,2004
359934,150,2004
359935,70,2004
359936,50,2004
359937,70,2004
364001,200,2004
364002,400,2004
364003,200,2004
364004,1000,2004
364005,1200,2004
364006,2000,2004
364007,2000,2004
364008,2000,2004
364009,500,2004
364010,400,2004
364011,100,2004
349288,10000,2004
364012,50,2004
364013,50,2004
364014,300,2004
364015,300,2004
364016,300,2004
364017,40,2004
364018,40,2004
364019,60,2004
364020,40,2004
364021,40,2004
364022,40,2004
364023,10,2004
364024,40,2004
364025,40,2004
364026,40,2004
364027,30,2004
364028,40,2004
364029,40,2004
364030,40,2004
364031,40,2004
364032,40,2004
364033,40,2004
364034,40,2004
364035,17,ante 2022
364036,17,ante 2022
364037,17,ante 2022
364038,17,ante 2022
364039,17,ante 2022
364040,17,ante 2022
322869,100,2004
325903,300,2004
326045,100,2004
326224,1600,2004
326226,200,2004
326238,50,2004
326240,800,2004
328135,1200,2004
329315,1200,2004
334252,1200,2004
345113,1000,2004
345263,400,2004
331061,58,2004
331062,58,2004
334516,58,2004
334517,58,2004
345444,58,2004
345445,58,2004
345446,58,2004
349165,80,2004
349166,80,2004
364810,80,2004
364811,80,2004
365025,80,2004
365026,100,2004
365027,100,2004
365034,50,2004
365035,10,2004
365036,100,2004
365072,50,2004
365073,300,2004
365074,300,2004
334455,70,2004
334456,20,2004
334457,1000,2004
348587,3000,2004
329544,1000,2004
360027,1000,2004
329545,1500,2004
334273,3000,2004
347872,1800,2004
347873,1000,2004
347874,700,2004
347875,1000000,2004
361435,4000,2004
350012,2500,2007
364978,500,2007
364979,500,2007
364980,200,2007
349313,250,2007
347647,2500,2007
347876,1300,2007
329546,1300,2007
329547,1500,2007
329548,2500,2007
329549,2000,2007
329550,1000,2007
350109,1500,2007
329551,1000,2007
329552,2500,2007
347877,1300,2007
329553,1000,2007
348641,25000,2007
334119,2000,2007
347648,200,2007
329725,100,2007
329730,250,2007
329731,300,2007
348916,10000,2007
350047,250,2007
350048,100,2007
350049,100,2007
350050,3000,2007
350046,300,2007
329695,600,ante 2022
360028,300,ante 2022
360029,1000,ante 2022
360030,500,ante 2022
361436,300,ante 2022
329724,160,ante 2022
329665,250,ante 2022
329666,250,ante 2022
329667,250,ante 2022
329668,250,ante 2022
329669,250,ante 2022
329670,250,ante 2022
329671,250,ante 2022
329672,250,ante 2022
329673,250,ante 2022
329674,250,ante 2022
329675,200,ante 2022
329676,200,ante 2022
360700,2500,ante 2022
329696,5000,ante 2022
329561,4000,ante 2022
329562,1000,ante 2022
329697,1000,ante 2022
329698,2000,ante 2022
329699,500,ante 2022
329700,5000,ante 2022
329701,200,ante 2022
329702,200,ante 2022
349430,80000,ante 2022
356812,5000,ante 2022
349889,250000,ante 2022
349890,10000,ante 2022
334288,150000,ante 2022
334289,80000,ante 2022
334290,100000,ante 2022
334291,70000,ante 2022
334292,80000,ante 2022
334293,70000,ante 2022
334294,80000,ante 2022
334295,50000,ante 2022
334296,10000,ante 2022
334297,20000,ante 2022
334298,10000,ante 2022
330237,2500,ante 2022
348597,2500,ante 2022
345273,8000,ante 2022
345274,2000,ante 2022
345275,2000,ante 2022
349275,5000,ante 2022
349276,5000,ante 2022
349277,5000,ante 2022
329637,10000,ante 2022
329638,10000,ante 2022
329639,1500,ante 2022
329640,2500,ante 2022
348034,200000,ante 2022
350164,50000,2006
329641,50000,2006
350041,100000,2006
329642,50000,2006
329643,30000,2006
348035,3000,2006
348036,300,2006
349265,1000,2006
349266,1000,2006
349267,1000,2006
349268,1000,2006
349271,100,2006
349272,100,2006
349273,50,2006
349274,50,2006
349269,50,2006
349270,60,2006
349264,500,2006
349237,"3,7",2006
349238,"3,7",2006
349239,"3,7",2006
349240,"3,7",2006
349241,"3,7",2006
349242,"3,7",2006
349243,"3,7",2006
349244,"3,7",2006
349245,"3,7",2006
349246,"3,7",2006
349247,"3,7",2006
349248,"3,7",2006
349249,"3,7",2006
349250,"3,7",2006
349251,"3,7",2006
349252,"3,7",2006
349253,"3,7",2006
349254,"3,7",2006
349255,"3,7",2006
349256,"3,7",2006
349257,"3,7",2006
349258,"3,7",2006
349259,"3,7",2006
349260,"3,7",2006
349261,"3,7",2006
349262,"3,7",2006
349263,"3,7",2006
349232,2000,2006
349233,2000,2006
349234,2000,2006
349235,250,2006
349236,250,2006
348399,2000,ante 2022
349231,10000,2006
347649,3000,2006
347878,1500,2006
347879,300,2006
345108,5000,2006
348082,150000,2006
348083,150000,2006
348084,150000,2006
348081,40000,2006
345109,300000,2006
345110,100000,2006
345111,100000,2006
348875,1500,2006
348876,40,2006
348877,50,2006
334117,500,ante 2022
349372,200000,ante 2022
349373,500000,ante 2022
364986,100,ante 2022
364985,2500,ante 2022
365095,2000,ante 2022
364987,500,ante 2022
364988,300,ante 2022
365033,1000,ante 2022
349036,300,ante 2022
349048,5000,ante 2022
349038,50000,ante 2022
349037,8000,ante 2022
350847,2000,ante 2022
350848,200,ante 2022
350849,200,ante 2022
350850,200,ante 2022
350851,200,ante 2022
350852,200,ante 2022
350853,200,ante 2022
350854,200,ante 2022
350855,200,ante 2022
350856,200,ante 2022
350857,200,ante 2022
350858,200,ante 2022
350859,200,ante 2022
350860,200,ante 2022
350861,200,ante 2022
350862,200,ante 2022
364989,100,ante 2022
349187,10000,ante 2022
349302,50,ante 2022
349301,100,ante 2022
349297,100,ante 2022
349303,30,ante 2022
349299,300,ante 2022
349300,100,ante 2022
349298,2000,ante 2022
349295,3000,ante 2022
349296,7000,ante 2022
349981,30000,ante 2022
349982,100,ante 2022
349983,80,ante 2022
349984,100,ante 2022
329688,20000,ante 2022
329689,20000,ante 2022
329690,20000,ante 2022
329691,25000,ante 2022
329692,10000,ante 2022
329693,4000,ante 2022
329694,700,ante 2022
345218,20000,ante 2022
329647,500,ante 2022
345219,200,ante 2022
348677,10000,ante 2022
329648,5000,ante 2022
329709,20000,ante 2022
360031,5000,ante 2022
329710,50000,ante 2022
348606,35000,ante 2022
329649,7000,ante 2022
329650,50000,ante 2022
348615,50000,ante 2022
329651,20000,ante 2022
329652,20000,ante 2022
329653,8000,ante 2022
329654,3000,ante 2022
329655,5000,ante 2022
360032,1500,ante 2022
329656,250,ante 2022
360033,50,ante 2022
360034,50,ante 2022
329657,150,ante 2022
329658,500,ante 2022
329659,200,ante 2022
329660,100,ante 2022
329661,200,ante 2022
329662,200,ante 2022
329663,200,ante 2022
329664,100,ante 2022
348394,30000,ante 2022
348395,10000,ante 2022
348398,10000,ante 2022
348396,5000,ante 2022
348397,5000,ante 2022
348400,10000,ante 2022
348401,10000,ante 2022
348402,1500,ante 2022
348403,3000,ante 2022
364990,500,ante 2022
348404,200,ante 2022
348405,100000,ante 2022
364991,1000,ante 2022
348406,20000,ante 2022
348608,25000,ante 2022
347880,300000,ante 2022
347881,30000,ante 2022
347882,20000,ante 2022
345105,350000,ante 2022
364992,200,ante 2022
348933,50000,ante 2022
348934,500,ante 2022
348935,400,ante 2022
348936,500,ante 2022
348937,700,ante 2022
348938,100,ante 2022
348939,500,ante 2022
348940,200,ante 2022
334261,20000,ante 2022
350817,1000,ante 2022
348094,250,ante 2022
348095,10000,ante 2022
348096,8000,ante 2022
348097,9000,ante 2022
348098,500,ante 2022
347883,30000,ante 2022
347884,50000,ante 2022
349211,100000,ante 2022
349209,10000,ante 2022
349210,25000,ante 2022
349392,30000,ante 2022
349397,20000,ante 2022
349398,25000,ante 2022
350189,200,ante 2022
345163,5000,ante 2022
350818,700,ante 2022
350819,500,ante 2022
350809,1500,ante 2022
350820,1000,ante 2022
350828,500,ante 2022
350829,20,ante 2022
350821,1500,ante 2022
350830,2000,ante 2022
350831,500,ante 2022
350832,5000,ante 2022
350822,1000,ante 2022
350823,500,ante 2022
350824,200,ante 2022
333348,200,ante 2022
333349,150,ante 2022
333350,100,ante 2022
333351,100,ante 2022
333352,100,ante 2022
333353,100,ante 2022
333354,100,ante 2022
333355,100,ante 2022
333356,100,ante 2022
333357,100,ante 2022
333358,80,ante 2022
333359,80,ante 2022
333360,80,ante 2022
333361,80,ante 2022
333362,100,ante 2022
333363,150,ante 2022
333364,200,ante 2022
333365,100,ante 2022
333366,100,ante 2022
333367,80,ante 2022
333368,120,ante 2022
333369,100,ante 2022
333370,100,ante 2022
333371,100,ante 2022
333372,80,ante 2022
333373,80,ante 2022
333173,100,ante 2022
333174,100,ante 2022
333175,200,ante 2022
333374,100,ante 2022
333375,100,ante 2022
333376,100,ante 2022
333176,100,ante 2022
333699,3000,ante 2022
333701,3000,ANTE 2022
349005,350,ante 2022
349006,80,ante 2022
349007,300,ante 2022
349008,50,ante 2022
349009,500,ante 2022
349063,3620000,ante 2022
350872,50000,ante 2022
349199,900,ante 2022
349202,500,ante 2022
349190,30000,ante 2022
349191,30000,ante 2022
349192,50000,ante 2022
349189,15000,ante 2022
349205,30,ante 2022
349203,50,ante 2022
349193,20000,ante 2022
349196,200,ante 2022
349201,100,ante 2022
349204,200,ante 2022
349200,1000,ante 2022
349197,1500,ante 2022
349198,1000,ante 2022
349194,500,ante 2022
349195,200,ante 2022
349763,20000,ante 2022
363568,50,ante 2022
363569,20,ante 2022
363570,20,ante 2022
363571,40,ante 2022
363572,20,ante 2022
363573,40,ante 2022
363574,40,ante 2022
363575,30,ante 2022
363576,20,ante 2022
363577,20,ante 2022
363578,20,ante 2022
363579,25,ante 2022
363580,30,ante 2022
334075,30000,
347885,500,ante 2022
347886,100,ante 2022
349994,100,ante 2022
349993,130,ante 2022
349990,80,ante 2022
349991,2000,ante 2022
349992,150,ante 2022
349989,500,ante 2022
350807,30000,ante 2022
330230,50,ante 2022
347887,500,ante 2022
347888,500,ante 2022
330231,50,ante 2022
365236,300,ante 2022
365237,30,ante 2022
365238,20,ante 2022
365239,20,ante 2022
365240,700,ante 2022
365241,300,ante 2022
365242,30,ante 2022
334310,500,ante 2022
365243,120,ante 2022
365244,120,ante 2022
365245,120,ante 2022
365246,40,ante 2022
365223,500,ante 2022
365247,40,ante 2022
334350,50,ante 2022
334351,40,ante 2022
365019,200,ante 2022
365130,80,ante 2022
345651,120,ante 2022
349862,30,ante 2022
349814,50,ante 2022
331709,30,ante 2022
345164,30,ante 2022
364994,10000,ante 2022
364995,150,ante 2022
364996,50,ante 2022
349070,2000,ante 2022
364997,25,ante 2022
345319,1000,ante 2022
365096,1500,ante 2022
365097,500,ante 2022
365098,500,ante 2022
365099,500,ante 2022
349039,25000,ante 2022
349040,100,ante 2022
349041,100,ante 2022
349042,80,ante 2022
349043,70,ante 2022
349044,20,ante 2022
349046,2000,ante 2022
350079,5000,ante 2022
350081,1000,ante 2022
350083,50,ante 2022
350082,100,ante 2022
350080,100,ante 2022
350112,10000,ante 2022
345325,150,ante 2022
345326,150,ante 2022
345327,100,ante 2022
345328,20,ante 2022
345329,80,ante 2022
345330,100,ante 2022
345396,500,ante 2022
348941,30000,ante 2022
348942,150,ante 2022
350104,50,ante 2022
349377,50000,ante 2022
349378,50000,ante 2022
349379,50000,ante 2022
350100,50,ante 2022
350102,150,ante 2022
350098,120,ante 2022
350099,100,ante 2022
350097,1000,ante 2022
350101,50,ante 2022
350103,50,ante 2022
364998,10000,ante 2022
364999,300,ante 2022
365000,50,ante 2022
345084,50000,ante 2022
365100,200,ante 2022
349206,2500,ante 2022
348317,1000,ante 2022
349919,10000,ante 2022
349920,12000,ante 2022
365101,2500,ante 2022
365102,1500,ante 2022
365103,150,ante 2022
334512,25000,ante 2022
365104,1500,ante 2022
361055,30,ante 2022
361056,25,ante 2022
361057,30,ante 2022
361058,20,ante 2022
361059,20,ante 2022
361060,20,ante 2022
361061,20,ante 2022
361062,50,ante 2022
361063,50,ante 2022
361064,25,ante 2022
361065,50,ante 2022
361066,100,ante 2022
361067,80,ante 2022
361068,80,ante 2022
361069,70,ante 2022
361070,50,ante 2022
361071,25,ante 2022
361072,30,ante 2022
361073,40,ante 2022
361074,40,ante 2022
361075,30,ante 2022
361076,30,ante 2022
361077,20,ante 2022
361078,20,ante 2022
361079,20,ante 2022
361080,15,ante 2022
361081,20,ante 2022
361082,20,ante 2022
361083,50,ante 2022
361084,30,ante 2022
361085,30,ante 2022
361086,25,ante 2022
361087,20,ante 2022
361088,50,ante 2022
361089,70,ante 2022
361090,50,ante 2022
361091,25,ante 2022
361092,50,ante 2022
361093,50,ante 2022
361094,50,ante 2022
361095,50,ante 2022
361096,50,ante 2022
361097,25,ante 2022
361098,40,ante 2022
361099,80,ante 2022
361100,130,ante 2022
361101,90,ante 2022
361102,100,ante 2022
361103,180,ante 2022
331501,30,ante 2022
361104,100,ante 2022
361105,50,ante 2022
361106,50,ante 2022
361107,50,ante 2022
361108,40,ante 2022
361109,40,ante 2022
361110,80,ante 2022
361111,50,ante 2022
361112,30,ante 2022
361113,50,ante 2022
361114,50,ante 2022
361115,40,ante 2022
361116,40,ante 2022
361117,20,ante 2022
361118,100,ante 2022
361119,100,ante 2022
361120,40,ante 2022
361121,25,ante 2022
361122,100,ante 2022
361123,25,ante 2022
361124,30,ante 2022
361125,150,ante 2022
361126,100,ante 2022
361127,25,ante 2022
361128,30,ante 2022
361129,20,ante 2022
361130,25,ante 2022
361131,30,ante 2022
361132,2000,ante 2022
361133,25,ante 2022
361134,25,ante 2022
361135,25,ante 2022
331451,2000,ante 2022
361136,200,ante 2022
361137,25,ante 2022
361138,40,ante 2022
361139,25,ante 2022
361140,25,ante 2022
361141,25,ante 2022
361142,150,ante 2022
361143,50,ante 2022
361144,20,ante 2022
361145,20,ante 2022
361146,50,ante 2022
361147,100,ante 2022
361148,30,ante 2022
361149,20,ante 2022
361150,40,ante 2022
361151,25,ante 2022
361152,40,ante 2022
361153,10000,ante 2022
361154,3000,ante 2022
361155,200,ante 2022
361156,200,ante 2022
361157,200,ante 2022
331139,50,ante 2022
361158,50,ante 2022
361159,50,ante 2022
361160,30,ante 2022
361161,25,ante 2022
361162,20,ante 2022
361163,100,ante 2022
361164,50,ante 2022
361165,150,ante 2022
361166,100,ante 2022
361167,250,ante 2022
361168,50,ante 2022
361169,40,ante 2022
361170,25,ante 2022
361171,40,ante 2022
361172,80,ante 2022
361173,120,ante 2022
361174,20,ante 2022
361175,30,ante 2022
361176,30,ante 2022
361177,25,ante 2022
361178,20,ante 2022
361179,20,ante 2022
361180,20,ante 2022
361181,30,ante 2022
361182,20,ante 2022
361183,20,ante 2022
361184,80,ante 2022
361185,80,ante 2022
361186,70,ante 2022
361187,20,ante 2022
361188,20,ante 2022
361189,20,ante 2022
361190,100,ante 2022
361191,50,ante 2022
361192,50,ante 2022
361193,50,ante 2022
361194,50,ante 2022
361195,150,ante 2022
361196,100,ante 2022
361197,100,ante 2022
361198,80,ante 2022
361199,50,ante 2022
361200,50,ante 2022
361201,50,ante 2022
361202,50,ante 2022
361203,100,ante 2022
361204,50,ante 2022
361205,50,ante 2022
333382,100,ante 2022
333240,200000,ante 2022
333380,150,ante 2022
333381,100,ante 2022
349292,30000,ante 2022
365001,10000,ante 2022
317077,20,ante 2022
350096,5000,ante 2022
365224,1000,2016
359097,4000,2010
359098,4000,2010
359099,4000,2010
359100,4000,2010
359101,4000,2010
315455,500,2010
315456,500,2010
315457,500,2010
315458,500,2010
315459,500,2010
315460,500,2010
315461,500,2010
315462,500,2010
315463,500,2010
315464,500,2010
315465,500,2010
315466,500,2010
315467,500,2010
315468,500,2010
315469,500,2010
315470,500,2010
315471,500,2010
315472,500,2010
315473,500,2010
315474,500,2010
315475,500,2010
315476,500,2010
315477,500,2010
315478,500,2010
315479,500,2010
315480,500,2010
315481,500,2010
315482,500,2010
315483,500,2010
315484,500,2010
315485,500,2010
315486,500,2010
315487,500,2010
315488,500,2010
315489,500,2010
315490,500,2010
315491,500,2010
315492,500,2010
315493,500,2010
315494,500,2010
315495,500,2010
315496,500,2010
315497,500,2010
315498,500,2010
315499,500,2010
315500,500,2010
315501,500,2010
315502,500,2010
315503,500,2010
315504,500,2010
315505,500,2010
315506,500,2010
315507,500,2010
315508,500,2010
315509,500,2010
315510,500,2010
315517,500,2010
315518,500,2010
315519,500,2010
315520,500,2010
315521,500,2010
315522,500,2010
315523,500,2010
315524,500,2010
315525,500,2010
347653,110000,2016
333960,"516,46",2002
344949,100,2004
333992,"51,65",2004
344950,150,2004
333961,"180,76",2004
333991,"51,65",2004
333962,125,2004
333963,"180,76",2004
344951,120,2004
344921,"25,82",2004
344922,"25,82",2004
344923,"12,5",2004
344924,"12,5",2004
344928,"1,5",2004
344929,"1,5",2004
344925,"1,75",2004
344926,"1,75",2004
344927,"1,67",2004
344936,"1,67",2004
344937,"1,67",2004
344952,500,2004
333964,5,2004
333965,35,2004
333993,25,2004
345199,20,2004
345200,3,2004
333966,"702,64",1999
333967,"351,32",2012
333968,"702,64",2012
333988,35,2005
344934,"51,65",2005
344933,35,2005
333810,400,2011
333811,450,2011
333812,500,2011
333813,400,2011
333814,500,2011
333815,400,2011
333816,400,2011
333817,450,2011
333818,400,2011
333819,400,2011
333820,400,2011
333825,300,2011
333821,500,2011
333822,500,2011
333823,300,2011
333824,300,2011
347654,30,2013
347655,20,2013
347656,20,2013
347657,30,2013
347658,30,2013
347659,30,2013
347660,40,2013
347661,40,2013
347662,40,2013
347663,20,2013
347664,40,2013
347665,40,2013
347666,30,2013
347667,20,2013
347668,20,2013
347669,20,2013
347670,20,2013
347671,20,2013
347672,200,ANTE 2022
347673,150,ANTE 2022
347674,300,ANTE 2022
347676,60,ANTE 2022
347677,50,ANTE 2022
347678,50,ANTE 2022
347679,60,ANTE 2022
347680,50,ANTE 2022
347681,50,ANTE 2022
347682,500,ANTE 2022
347683,700,ANTE 2022
347684,400,ANTE 2022
347685,50,ANTE 2022
347686,50,ANTE 2022
347687,50,ANTE 2022
347688,50,ANTE 2022
347689,40,ANTE 2022
347690,45,ANTE 2022
347691,3,ANTE 2022
347692,3,ANTE 2022
347693,3,ANTE 2022
347694,3,ANTE 2022
347695,3,ANTE 2022
347696,3,ANTE 2022
347697,3,ANTE 2022
347698,150,ANTE 2022
347699,200,ANTE 2022
347700,60,ANTE 2022
333707,2000,ante 2022
333855,1000,ante 2022
349765,2000,2011
334151,2500,2011
334160,3000,2011
361439,800,2011
345165,2000,2011
334128,2000,2011
334155,1800,2011
334158,1000,2011
334154,900,2011
334110,2000,2011
334104,5400,2011
334118,1800,2011
334124,700,2012
365040,100,2013
347710,50000,2013
347711,50000,2013
347915,10,2013
345166,1800,2013
347916,1000,2013
347712,1000,2013
347917,77,2013
347918,77,2013
347919,77,2013
347920,77,2013
347921,77,2013
347922,77,2013
347923,77,2013
347924,77,2013
347925,77,2013
347926,77,2013
347927,77,2013
347928,77,2013
347929,77,2013
347713,100,2013
347930,40,2013
347931,80,2013
347932,100,2013
347933,150,2013
347934,150,2013
347935,120,2013
347936,80,2013
347937,150,2013
347938,150,2013
347939,150,2013
347940,100,2013
347941,500,2013
334282,20000,2013
334284,50000,2013
345167,800,2013
345168,1000,2013
345169,100000,2013
345170,250000,2013
345171,80000,2013
345096,500,2013
345097,300,2013
345098,400,2013
345099,250,2013
345100,400,2013
345101,250,2013
345102,300,2013
347963,1500,ANTE 2022
350235,800,ANTE 2022
350232,50000,ANTE 2022
350233,50000,ANTE 2022
365118,2000,ANTE 2022
365119,1500,ANTE 2022
365055,90000,2007
365056,20000,2007
349510,5000,2009
349511,2500,2009
349512,2500,2009
364828,100,2009
348037,600,2009
348038,1000,2009
348039,500,2009
347964,50000,2010
347715,5000,2010
348943,3500,2010
348944,70,2010
348648,1800,2010
364896,200,2010
364897,200,2010
364898,200,2010
364899,200,2010
364900,200,2010
364901,200,2010
364902,150,2010
364903,100,2010
364904,17,2010
364905,17,2010
364906,17,2010
364907,20,2010
364908,20,2010
364909,70,2010
348282,100,2010
348283,200,2010
347716,100,2010
347717,100,2010
347718,50,2010
347719,40,2010
347720,100,2010
347721,70,2010
347722,80,2010
347723,90,2010
347724,50,2010
347725,50,2010
347726,70,2010
347727,60,2010
347728,50,2010
347729,50,2010
347730,60,2010
347731,100,2010
347965,10,2010
347732,80,2010
347733,200,2010
347734,150,2010
347735,150,2010
347736,150,2010
347737,70,2010
347738,40,2010
347739,100,2010
347740,3000,2010
334440,300,2010
334441,400,2010
349766,2000,2010
334182,300,2010
334102,1000,2010
334129,4000,2010
347741,140000,2010
348319,1000,2010
348320,9000,2010
349898,25000,2007
349899,25000,2007
349900,20000,2007
349901,20000,2007
349902,100,2007
349903,70,2007
349904,1600,2007
349905,500,2007
349906,200,2007
349907,200,2007
349941,50000,2007
349942,50000,2007
349374,200000,2007
349384,500,2007
349385,300,2007
349386,200,2007
349411,2000,2007
347989,100,2007
347990,100,2007
347991,30,2007
347818,50,2007
347819,50,2007
347992,170,2007
347993,150,2007
347994,50,2007
347995,80,2007
347996,70,2007
347820,100,2007
349538,150,2007
349535,150,2007
349536,150,2007
349537,150,2007
349539,150,2007
349544,100,2007
349540,150,2007
349541,100,2007
349542,100,2007
349543,100,2007
349545,200,2007
349546,150,2007
349547,170,2007
349548,100,2007
349549,100,2007
349550,150,2007
349551,150,2007
349552,150,2007
349553,150,2007
349554,100,2007
349563,200,2007
349564,150,2007
349565,150,2007
349566,200,2007
349567,150,2007
349568,150,2007
349570,150,2007
349571,80,2007
349569,150,2007
349572,100,2007
349573,150,2007
349574,100,2007
349575,40,2007
349576,100,2007
349577,50,2007
349578,60,2007
349580,60,2007
349579,40,2007
349581,80,2007
349582,80,2007
349584,80,2007
349583,80,2007
349585,80,2007
349586,80,2007
349587,80,2007
349588,80,2007
349589,80,2007
349590,80,2007
349591,80,2007
347997,30,2007
347998,20,2007
347999,30,2007
347821,120,2007
348000,30,2007
348001,30,2007
348002,30,2007
347822,100,2007
347823,200,2007
347824,100,2007
347825,100,2007
347826,100,2007
347827,80,2007
347828,70,2007
347829,50,2007
347830,50,2007
347831,50,2007
347832,30,2007
347833,100,2007
347834,100,2007
347835,80,2007
347836,70,2007
347837,100,2007
347838,60,2007
347839,50,2007
347840,50,2007
347841,60,2007
347842,40,2007
347843,40,2007
347844,100,2007
347845,100,2007
347846,80,2007
347847,80,2007
347848,80,2007
365061,500,2013
347849,20,2013
349938,80,2002
349939,80,2002
349937,80,2002
349936,100,2002
349935,30,2002
349934,250,2002
349932,2750,2002
349933,2750,2002
345355,500,2011
345305,800,2012
345306,300,2012
345307,300,2012
345308,200,2012
345380,1000,2012
345381,800,2012
345382,2000,2012
345309,1000,2015
345356,100,2015
345405,1000,2012
