id_temp,scheda,materia,tecnica
1008,,34,"fusione, doratura a foglia"
1008,,184,"a sbalzo per impressione, ritaglio"
1009,,186,a intaglio
1010,,53,Tecnica non presente in lista
1011,,53,Tecnica non presente in lista
1012,,53,Tecnica non presente in lista
1013,,53,Tecnica non presente in lista
1014,,53,Tecnica non presente in lista
1015,,53,Tecnica non presente in lista
1016,,53,Tecnica non presente in lista
1017,,53,Tecnica non presente in lista
1018,,53,Tecnica non presente in lista
1019,,53,Tecnica non presente in lista
1020,,53,Tecnica non presente in lista
1021,,53,Tecnica non presente in lista
1022,,53,Tecnica non presente in lista
1023,,53,Tecnica non presente in lista
1024,,53,Tecnica non presente in lista
1025,,53,Tecnica non presente in lista
1026,,53,Tecnica non presente in lista
1027,,53,Tecnica non presente in lista
1028,,53,Tecnica non presente in lista
1029,,53,Tecnica non presente in lista
1030,,53,Tecnica non presente in lista
1031,,53,Tecnica non presente in lista
1032,,53,Tecnica non presente in lista
1033,,53,Tecnica non presente in lista
1034,,53,Tecnica non presente in lista
1035,,53,Tecnica non presente in lista
1036,,53,Tecnica non presente in lista
1037,,53,Tecnica non presente in lista
1038,,53,Tecnica non presente in lista
1039,,53,Tecnica non presente in lista
1040,,53,Tecnica non presente in lista
1041,,53,Tecnica non presente in lista
1042,,53,Tecnica non presente in lista
1043,,53,Tecnica non presente in lista
1044,,71,"fusione, battitura a caldo"
1045,,186,a intaglio
1046,,71,fusione
1047,,186,a intaglio
1048,,71,fusione
1049,,186,a intaglio
1050,,25,a matrice
1051,,186,a intaglio
1052,,186,a intaglio
1053,,186,a intaglio
1054,,186,a intaglio
1055,,186,a intaglio
1056,,26,a intaglio
1057,,186,a intaglio
1058,,34,fusione
1059,,184,"a sbalzo per impressione, ritaglio"
1060,,25,modellatura a tornio
1061,,25,modellatura a tornio
1062,,186,a intaglio
1063,,186,a intaglio
1064,,25,modellatura a tornio
1065,,186,a intaglio
1066,,186,a intaglio
1067,,25,modellatura a tornio
1068,,71,"fusione, battitura a caldo"
1069,,71,"fusione, battitura a caldo"
1070,,71,"fusione, battitura a caldo"
1071,,25,modellatura a tornio
1072,,272,a stampo
1073,,272,a stampo
1074,,186,a intaglio
1075,,71,"fusione, battitura a caldo"
1076,,272,soffiatura libera
1077,,272,soffiatura libera
1078,,25,modellatura a tornio
1079,,25,modellatura a tornio
1080,,25,modellatura a tornio
1081,,272,soffiatura a stampo
1082,,272,soffiatura a stampo
1083,,186,a intaglio
1084,,272,a stampo
1085,,272,soffiatura libera
1086,,25,modellatura a tornio
1087,,272,soffiatura a stampo
1088,,272,soffiatura libera
1089,,272,soffiatura libera
1090,,25,modellatura a tornio
1091,,25,modellatura a tornio
1092,,25,modellatura a tornio
1093,,25,modellatura a tornio
1094,,25,modellatura a tornio
1095,,25,modellatura a tornio
1096,,25,a matrice
1097,,25,a matrice
1098,,25,a matrice
1099,,25,a matrice
1100,,25,a matrice
1101,,25,a matrice
1102,,25,a matrice
1103,,25,modellatura a tornio
1104,,25,modellatura a tornio
1105,,53,Tecnica non presente in lista
1106,,53,Tecnica non presente in lista
1107,,53,Tecnica non presente in lista
1108,,53,Tecnica non presente in lista
1109,,53,Tecnica non presente in lista
1110,,53,Tecnica non presente in lista
1111,,53,Tecnica non presente in lista
1112,,53,Tecnica non presente in lista
1113,,53,Tecnica non presente in lista
1114,,53,Tecnica non presente in lista
1115,,53,Tecnica non presente in lista
1116,,53,Tecnica non presente in lista
1117,,53,Tecnica non presente in lista
1118,,272,colatura libera
1119,,272,colatura libera
1120,,272,colatura libera
1121,,272,colatura libera
1122,,272,colatura libera
1123,,272,colatura libera
1124,,71,"fusione, battitura a caldo"
1125,,71,"fusione, battitura a caldo"
1126,,34,"fusione, battitura"
1127,,71,"fusione, battitura a caldo"
1128,,25,modellatura a tornio
1129,,25,modellatura a tornio
1130,,25,modellatura a tornio
1131,,25,modellatura a tornio
1132,,71,"fusione, battitura a caldo"
1133,,25,modellatura a tornio
1134,,25,modellatura a tornio
1135,,25,a matrice
1136,,71,"fusione, battitura a caldo"
1137,,71,"fusione, battitura a caldo"
1138,,25,a matrice
1139,,25,a matrice
1140,,71,"fusione, battitura a caldo"
1141,,71,"fusione, battitura a caldo"
1142,,71,"fusione, battitura a caldo"
1143,,71,"fusione, battitura a caldo"
1144,,71,"fusione, battitura a caldo"
1145,,71,"fusione, battitura a caldo"
1146,,71,"fusione, battitura a caldo"
1147,,71,"fusione, battitura a caldo"
1148,,71,"fusione, battitura a caldo"
1149,,71,"fusione, battitura a caldo"
1150,,25,a matrice
1151,,25,modellatura a tornio
1152,,25,modellatura a tornio
1153,,25,modellatura a tornio
1154,,25,modellatura a tornio
1155,,25,modellatura a tornio
1156,,25,modellatura a tornio
1157,,25,modellatura a tornio
1158,,25,modellatura a tornio
1159,,272,colatura libera
1160,,272,colatura libera
1161,,272,colatura libera
1162,,272,colatura libera
1163,,272,colatura libera
1164,,272,colatura libera
1165,,272,colatura libera
1166,,272,colatura libera
1167,,272,colatura libera
1168,,272,colatura libera
1169,,272,colatura libera
1170,,272,colatura libera
1171,,272,colatura libera
1172,,272,colatura libera
1173,,272,colatura libera
1174,,272,colatura libera
1175,,272,colatura libera
1176,,272,colatura libera
1177,,26,a intaglio
1178,,22,fusione
1178,,71,fusione
1179,,71,fusione
1179,,98,intaglio
1180,,22,fusione
1181,,26,a intaglio
1182,,34,fusione
1183,,25,a matrice
1184,,25,a matrice
1185,,26,a intaglio
1186,,34,fusione
1187,,34,fusione
1188,,25,modellatura a tornio
1189,,25,modellatura a tornio
1190,,25,modellatura a tornio
1191,,25,modellatura a tornio
1192,,25,modellatura a tornio
1193,,25,modellatura a tornio
1194,,25,a matrice
1195,,25,modellatura a tornio
1196,,186,a intaglio
1197,,186,a intaglio
1198,,25,modellatura a tornio
1199,,25,modellatura a tornio
1200,,186,a intaglio
1201,,34,fusione
1202,,272,a stampo
1203,,71,"fusione, battitura a caldo"
1204,,71,"fusione, battitura a caldo"
1205,,71,"fusione, battitura a caldo"
1206,,34,fusione
1207,,71,"fusione, battitura a caldo"
1208,,272,a stampo
1209,,25,a mano
1210,,25,a matrice
1211,,34,fusione
1212,,25,modellatura a tornio
1213,,25,a matrice
1214,,25,modellatura a tornio
1215,,25,modellatura a tornio
1216,,25,modellatura a tornio
1217,,25,modellatura a tornio
1218,,25,modellatura a tornio
1219,,25,modellatura a tornio
1220,,25,modellatura a tornio
1221,,272,a stampo
1222,,272,soffiatura libera
1223,,272,soffiatura libera
1224,,34,fusione
1225,,71,"fusione, battitura a caldo"
1226,,71,"fusione, battitura a caldo"
1227,,25,a matrice
1228,,25,modellatura a tornio
1229,,25,modellatura a tornio
1230,,25,modellatura a tornio
1231,,25,modellatura a tornio
1232,,25,modellatura a tornio
1233,,25,modellatura a tornio
1234,,25,modellatura a tornio
1235,,53,Tecnica non presente in lista
1236,,53,Tecnica non presente in lista
1237,,53,Tecnica non presente in lista
1238,,53,Tecnica non presente in lista
1239,,71,"fusione, battitura a caldo"
1240,,53,Tecnica non presente in lista
1241,,53,Tecnica non presente in lista
1242,,53,Tecnica non presente in lista
1243,,25,modellatura a tornio
1244,,25,modellatura a tornio
1245,,25,modellatura a tornio
1246,,25,modellatura a tornio
1247,,272,soffiatura libera
1248,,184,"a sbalzo per impressione, ritaglio"
1249,,184,"a sbalzo per impressione, ritaglio"
1250,,184,"a sbalzo per impressione, ritaglio"
1251,,272,colatura libera
1252,,272,colatura libera
1253,,272,colatura libera
1254,,272,colatura libera
1255,,272,colatura libera
1256,,272,colatura libera
1257,,272,colatura libera
1258,,26,a intaglio
1259,,26,a intaglio
1260,,272,colatura libera
1261,,272,colatura libera
1262,,272,colatura libera
1263,,272,colatura libera
1264,,272,colatura libera
1265,,272,colatura libera
1266,,272,colatura libera
1267,,272,colatura libera
1268,,272,colatura libera
1269,,53,Tecnica non presente in lista
1270,,53,Tecnica non presente in lista
1271,,53,Tecnica non presente in lista
1272,,53,Tecnica non presente in lista
1273,,53,Tecnica non presente in lista
1274,,53,Tecnica non presente in lista
1275,,53,Tecnica non presente in lista
1276,,53,Tecnica non presente in lista
1277,,53,Tecnica non presente in lista
1278,,53,Tecnica non presente in lista
1279,,103,Tecnica non presente in lista
1280,,103,Tecnica non presente in lista
1281,,103,Tecnica non presente in lista
1282,,186,a intaglio
1283,,186,a intaglio
1284,,186,a intaglio
1285,,186,a intaglio
1286,,186,a intaglio
1287,,186,a intaglio
1288,,186,a intaglio
1289,,186,a intaglio
1290,,186,a intaglio
1291,,272,colatura libera
1292,,272,colatura libera
1293,,272,colatura libera
1294,,272,colatura libera
1295,,272,colatura libera
1296,,272,colatura libera
1297,,272,colatura libera
1298,,272,soffiatura libera
1299,,25,modellatura a tornio
1300,,25,modellatura a tornio
1301,,25,modellatura a tornio
1302,,25,modellatura a tornio
1303,,34,fusione
1304,,25,modellatura a tornio
1305,,34,"fusione, battitura a caldo"
1306,,71,fusione
1307,,34,"fusione, battitura a caldo"
1307,,208,fusione
1308,,71,"fusione, battitura a caldo"
1309,,25,modellatura a tornio
1310,,25,modellatura a tornio
1311,,25,a matrice
1312,,25,modellatura a tornio
1313,,25,"a mano, doratura a foglia"
1313,,34,"fusione, doratura a foglia"
1314,,25,modellatura a tornio
1315,,25,modellatura a tornio
1316,,25,modellatura a tornio
1317,,25,modellatura a tornio
1318,,25,modellatura a tornio
1319,,272,colatura libera
1320,,272,colatura libera
1321,,272,colatura libera
1322,,272,colatura libera
1323,,272,colatura libera
1324,,272,colatura libera
1325,,272,colatura libera
1326,,272,colatura libera
1327,,272,colatura libera
1328,,272,colatura libera
1329,,272,colatura libera
1330,,272,colatura libera
1331,,272,colatura libera
1332,,272,colatura libera
1333,,272,colatura libera
1334,,272,colatura libera
1335,,272,colatura libera
1336,,272,colatura libera
1337,,272,colatura libera
1338,,272,colatura libera
1339,,272,colatura libera
1340,,272,colatura libera
1341,,272,colatura libera
1342,,272,colatura libera
1343,,272,colatura libera
1344,,272,colatura libera
1345,,272,colatura libera
1346,,272,colatura libera
1347,,272,colatura libera
1348,,272,colatura libera
1349,,272,colatura libera
1350,,272,colatura libera
1351,,272,colatura libera
1352,,272,colatura libera
1353,,272,colatura libera
1354,,272,colatura libera
1355,,272,colatura libera
1356,,272,colatura libera
1357,,272,colatura libera
1358,,272,colatura libera
1359,,272,colatura libera
1360,,272,colatura libera
1361,,272,colatura libera
1362,,272,colatura libera
1363,,272,colatura libera
1364,,272,colatura libera
1365,,272,colatura libera
1366,,272,colatura libera
1367,,272,colatura libera
1368,,272,colatura libera
1369,,272,colatura libera
1370,,272,colatura libera
1371,,272,colatura libera
1372,,272,colatura libera
1373,,272,colatura libera
1374,,272,colatura libera
1375,,272,colatura libera
1376,,272,colatura libera
1377,,272,colatura libera
1378,,272,colatura libera
1379,,272,colatura libera
1380,,272,colatura libera
1381,,272,colatura libera
1382,,272,colatura libera
1383,,272,colatura libera
1384,,272,colatura libera
1385,,272,colatura libera
1386,,272,colatura libera
1387,,272,colatura libera
1388,,272,colatura libera
1389,,272,colatura libera
1390,,272,colatura libera
1391,,272,colatura libera
1392,,272,colatura libera
1393,,272,colatura libera
1394,,272,colatura libera
1395,,272,colatura libera
1396,,272,colatura libera
1397,,272,colatura libera
1398,,272,colatura libera
1399,,25,a matrice
1400,,34,"fusione, battitura a caldo"
1401,,25,modellatura a tornio
1402,,25,modellatura a tornio
1403,,71,"fusione, battitura a caldo"
1404,,71,"fusione, battitura a caldo"
1405,,71,"fusione, battitura a caldo"
1406,,71,"fusione, battitura a caldo"
1407,,71,"fusione, battitura a caldo"
1408,,71,"fusione, battitura a caldo"
1409,,71,"fusione, battitura a caldo"
1410,,71,"fusione, battitura a caldo"
1411,,71,"fusione, battitura a caldo"
1412,,71,"fusione, battitura a caldo"
1413,,71,"fusione, battitura a caldo"
1414,,71,"fusione, battitura a caldo"
1415,,71,"fusione, battitura a caldo"
1416,,71,"fusione, battitura a caldo"
1417,,25,modellatura a tornio
1418,,186,a intaglio
1419,,103,Tecnica non presente in lista
1419,,206,Tecnica non presente in lista
1420,,272,soffiatura libera
1421,,25,modellatura a tornio
1422,,272,soffiatura libera
1423,,206,Tecnica non presente in lista
1424,,25,modellatura a tornio
1425,,25,modellatura a tornio
1426,,25,modellatura a tornio
1427,,206,Tecnica non presente in lista
1428,,206,Tecnica non presente in lista
1429,,206,Tecnica non presente in lista
1430,,45,Tecnica non presente in lista
1431,,25,a matrice
1432,,25,modellatura a tornio
1433,,25,modellatura a tornio
1434,,206,Tecnica non presente in lista
1435,,25,modellatura a tornio
1436,,25,modellatura a tornio
1437,,25,modellatura a tornio
1438,,25,modellatura a tornio
1439,,25,modellatura a tornio
1440,,25,modellatura a tornio
1441,,25,modellatura a tornio
1442,,25,modellatura a tornio
1443,,25,modellatura a tornio
1444,,25,modellatura a tornio
1445,,25,modellatura a tornio
1446,,25,modellatura a tornio
1447,,25,modellatura a tornio
1448,,25,modellatura a tornio
1449,,25,modellatura a tornio
1450,,25,modellatura a tornio
1451,,25,modellatura a tornio
1452,,25,modellatura a tornio
1453,,25,modellatura a tornio
1454,,25,modellatura a tornio
1455,,25,modellatura a tornio
1456,,25,modellatura a tornio
1457,,25,modellatura a tornio
1458,,25,modellatura a tornio
1459,,25,modellatura a tornio
1460,,25,modellatura a tornio
1461,,25,modellatura a tornio
1462,,25,modellatura a tornio
1463,,25,modellatura a tornio
1464,,25,"modellatura a tornio, a matrice"
1465,,25,"modellatura a tornio, a matrice"
1466,,25,"modellatura a tornio, a stampo"
1467,,25,"modellatura a tornio, a stampo"
1468,,25,modellatura a tornio
1469,,25,"modellatura a tornio, a matrice"
1470,,25,modellatura a tornio
1471,,25,modellatura a tornio
1472,,103,Tecnica non presente in lista
1473,,25,modellatura a tornio
1474,,25,modellatura a tornio
1475,,25,modellatura a tornio
1476,,6,a intaglio
1477,,25,modellatura a tornio
1478,,6,a intaglio
1479,,272,soffiatura libera
1480,,25,modellatura a tornio
1481,,25,modellatura a tornio
1482,,25,modellatura a tornio
1483,,25,modellatura a tornio
1484,,25,modellatura a tornio
1485,,25,modellatura a tornio
1486,,25,modellatura a tornio
1487,,25,modellatura a tornio
1488,,25,modellatura a tornio
1489,,272,soffiatura libera
1490,,272,soffiatura libera
1491,,25,modellatura a tornio
1492,,25,modellatura a tornio
1493,,25,modellatura a tornio
1494,,25,modellatura a tornio
1495,,25,a matrice
1496,,25,modellatura a tornio
1497,,25,modellatura a tornio
1498,,25,modellatura a tornio
1499,,25,modellatura a tornio
1500,,25,modellatura a tornio
1501,,25,modellatura a tornio
1502,,25,modellatura a tornio
1503,,25,modellatura a tornio
1504,,25,modellatura a tornio
1505,,25,modellatura a tornio
1506,,25,modellatura a tornio
1507,,34,fusione
1508,,25,modellatura a tornio
1509,,25,a matrice
1510,,25,a matrice
1511,,25,modellatura a tornio
1512,,25,modellatura a tornio
1513,,25,modellatura a tornio
1514,,25,modellatura a tornio
1515,,25,modellatura a tornio
1516,,25,modellatura a tornio
1517,,25,modellatura a tornio
1518,,25,modellatura a tornio
1519,,25,modellatura a tornio
1520,,25,modellatura a tornio
1521,,25,modellatura a tornio
1522,,272,a stampo
1523,,25,modellatura a tornio
1524,,25,modellatura a tornio
1525,,25,modellatura a tornio
1526,,25,modellatura a tornio
1527,,25,modellatura a tornio
1528,,25,modellatura a tornio
1529,,25,a matrice
1530,,25,modellatura a tornio
1531,,25,modellatura a tornio
1532,,25,modellatura a tornio
1533,,22,fusione
1533,,53,Tecnica non presente in lista
1534,,22,fusione
1534,,53,Tecnica non presente in lista
1535,,25,modellatura a tornio
1536,,25,modellatura a tornio
1537,,25,modellatura a tornio
1538,,25,modellatura a tornio
1539,,272,soffiatura libera
1540,,25,modellatura a tornio
1541,,25,modellatura a tornio
1542,,25,a matrice
1543,,25,a matrice
1544,,25,a matrice
1545,,25,modellatura a tornio
1546,,25,modellatura a tornio
1547,,25,modellatura a tornio
1548,,25,a matrice
1549,,25,modellatura a tornio
1550,,184,filatura
1551,,184,filatura
1552,,22,fusione
1553,,34,fusione
1554,,22,fusione
1555,,186,a intaglio
1556,,186,a intaglio
1557,,186,a intaglio
1558,,186,a intaglio
1559,,186,a intaglio
1560,,186,a intaglio
1561,,71,fusione
1562,,25,a matrice
1563,,25,a matrice
1564,,25,modellatura a tornio
1565,,25,modellatura a tornio
1566,,71,"fusione, battitura a caldo"
1567,,71,"fusione, battitura a caldo"
1568,,71,fusione
1569,,34,"fusione, battitura a caldo"
1570,,71,"fusione, battitura a caldo"
1571,,186,a intaglio
1572,,25,a matrice
1573,,26,a intaglio
1574,,255,Tecnica non presente in lista
1574,,184,filatura
1575,,25,a matrice
1576,,25,a matrice
1577,,25,a matrice
1578,,25,a matrice
1579,,25,a matrice
1580,,25,a matrice
1581,,25,a mano
1582,,25,a mano
1583,,25,a mano
1584,,25,a mano
1585,,25,a mano
1586,,25,a mano
1587,,25,a matrice
1588,,25,a matrice
1589,,53,Tecnica non presente in lista
1590,,25,modellatura a tornio
1591,,25,modellatura a tornio
1592,,25,modellatura a tornio
1593,,25,modellatura a tornio
1594,,25,modellatura a tornio
1595,,25,modellatura a tornio
1596,,25,modellatura a tornio
1597,,25,a mano
1598,,25,a mano
1599,,25,a mano
1600,,25,a mano
1601,,25,a mano
1602,,25,a mano
1603,,25,modellatura a tornio
1604,,25,a mano
1605,,25,a mano
1606,,25,a mano
1607,,196,evigatura
1608,,25,modellatura a tornio
1609,,25,modellatura a tornio
1610,,71,"fusione, battitura a caldo"
1611,,71,fusione
1612,,71,fusione
1613,,71,fusione
1614,,71,fusione
1615,,71,fusione
1616,,71,fusione
1617,,71,"fusione, battitura a caldo"
1618,,103,Tecnica non presente in lista
1619,,103,Tecnica non presente in lista
1620,,103,a incisione
1621,,103,a incisione
1622,,45,a incisione
1623,,34,"fusione, a impressione"
1624,,184,"a sbalzo per impressione, ritaglio"
1625,,34,"fusione, doratura a foglia"
1625,,184,"a sbalzo per impressione, ritaglio"
1626,,272,a intaglio
1627,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1627,,272,colatura libera
1628,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1628,,272,colatura libera
1629,,22,fusione
1629,,26,a intaglio
1630,,184,"trafilatura, ritaglio, a sbalzo per impression,"
1631,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1632,,184,"trafilatura, ritaglio, a intreccio, a sbalzo per impression, granulazione, filigrana"
1633,,184,"trafilatura, ritaglio, a intreccio, a sbalzo per impression, granulazione, filigrana"
1634,,184,"trafilatura, ritaglio, a intreccio, a sbalzo per impression, granulazione, filigrana"
1635,,184,"trafilatura, ritaglio, a intreccio, a sbalzo per impression, granulazione, filigrana"
1636,,26,a intaglio
1637,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1637,,241,Tecnica non presente in lista
1637,,272,colatura libera
1638,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1638,,241,Tecnica non presente in lista
1638,,272,colatura libera
1639,,184,"trafilatura, ritaglio, a sbalzo per impression"
1640,,196,Tecnica non presente in lista
1640,,184,trafilatura
1640,,272,colatura libera
1641,,184,"trafilatura, ritaglio, a sbalzo per impression"
1642,,184,"trafilatura, ritaglio, a sbalzo per impression"
1643,,196,Tecnica non presente in lista
1643,,184,"trafilatura, ritaglio, a sbalzo per impression"
1644,,196,Tecnica non presente in lista
1644,,184,"trafilatura, ritaglio, a sbalzo per impression"
1645,,196,Tecnica non presente in lista
1645,,184,"trafilatura, ritaglio, a sbalzo per impression"
1646,,196,Tecnica non presente in lista
1646,,184,"trafilatura, ritaglio, a sbalzo per impression"
1647,,196,Tecnica non presente in lista
1647,,184,"trafilatura, ritaglio, a intreccio"
1648,,196,Tecnica non presente in lista
1648,,184,"trafilatura, ritaglio, a intreccio"
1649,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1649,,272,colatura libera
1650,,184,"trafilatura, ritaglio, a sbalzo per impression, intreccio"
1651,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1651,,272,colatura libera
1652,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1652,,272,colatura libera
1653,,184,trafilatura
1653,,272,colatura libera
1654,,184,trafilatura
1654,,272,colatura libera
1655,,184,"trafilatura, ritaglio, a sbalzo per impression"
1656,,184,"trafilatura, ritaglio, a sbalzo per impression, intreccio"
1657,,184,"trafilatura, ritaglio, a sbalzo per impression, intreccio"
1658,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1658,,272,colatura libera
1659,,184,"trafilatura, ritaglio, a intreccio, granulazione, filigrana"
1659,,272,colatura libera
1660,,196,Tecnica non presente in lista
1660,,184,"trafilatura, ritaglio, a intreccio"
1661,,184,trafilatura
1661,,272,colatura libera
1662,,184,"trafilatura, ritaglio, a sbalzo per impression"
1663,,184,"trafilatura, ritaglio, a sbalzo per impression"
1664,,25,modellatura a tornio
1665,,25,modellatura a tornio
1666,,25,modellatura a tornio
1667,,25,modellatura a tornio
1668,,25,modellatura a tornio
1669,,25,modellatura a tornio
1670,,25,modellatura a tornio
1671,,25,modellatura a tornio
1672,,25,modellatura a tornio
1673,,25,modellatura a tornio
1674,,25,modellatura a tornio
1675,,25,modellatura a tornio
1676,,272,a stampo
1677,,25,modellatura a tornio
1678,,26,a intaglio
1679,,208,fusione
1680,,22,fusione
1680,,26,a intaglio
1681,,25,modellatura a tornio
1682,,208,fusione
1683,,272,soffiatura a stampo
1684,,22,"fusione, battitura"
1684,,26,a intaglio
1684,,34,fusione
1685,,25,modellatura a tornio
1686,,26,a intaglio
1687,,26,a intaglio
1688,,25,modellatura a tornio
1689,,25,"modellatura a tornio, invetriatura"
1690,,25,modellatura a tornio
1691,,25,modellatura a tornio
1692,,25,modellatura a tornio
1693,,25,modellatura a tornio
1694,,25,modellatura a tornio
1695,,25,a matrice
1696,,25,a matrice
1697,,25,modellatura a tornio
1698,,25,modellatura a tornio
1699,,25,modellatura a tornio
1700,,25,modellatura a tornio
1701,,25,modellatura a tornio
1702,,25,modellatura a tornio
1703,,53,Tecnica non presente in lista
1704,,53,Tecnica non presente in lista
1705,,25,modellatura a tornio
1706,,25,modellatura a tornio
1707,,25,modellatura a tornio
1708,,25,modellatura a tornio
1709,,25,modellatura a tornio
1710,,25,modellatura a tornio
1711,,25,modellatura a tornio
1712,,25,modellatura a tornio
1713,,25,modellatura a tornio
1714,,25,modellatura a tornio
1715,,25,modellatura a tornio
1716,,25,modellatura a tornio
1717,,25,modellatura a tornio
1718,,25,modellatura a tornio
1719,,25,modellatura a tornio
1720,,25,modellatura a tornio
1721,,25,modellatura a tornio
1722,,25,modellatura a tornio
1723,,25,modellatura a tornio
1724,,25,modellatura a tornio
1725,,25,modellatura a tornio
1726,,25,modellatura a tornio
1727,,25,modellatura a tornio
1728,,25,modellatura a tornio
1729,,25,modellatura a tornio
1730,,25,modellatura a tornio
1731,,25,modellatura a tornio
1732,,25,modellatura a tornio
1733,,25,modellatura a tornio
1734,,25,modellatura a tornio
1735,,25,modellatura a tornio
1736,,25,modellatura a tornio
1737,,25,modellatura a tornio
1738,,25,modellatura a tornio
1739,,25,modellatura a tornio
1740,,25,modellatura a tornio
1741,,25,modellatura a tornio
1742,,25,modellatura a tornio
1743,,25,modellatura a tornio
1744,,25,modellatura a tornio
1745,,25,modellatura a tornio
1746,,25,modellatura a tornio
1747,,25,modellatura a tornio
1748,,25,modellatura a tornio
1749,,25,modellatura a tornio
1750,,25,modellatura a tornio
1751,,25,modellatura a tornio
1752,,25,modellatura a tornio
1753,,25,modellatura a tornio
1754,,25,modellatura a tornio
1755,,208,fusione
1756,,25,modellatura a tornio
1757,,25,modellatura a tornio
1758,,25,modellatura a tornio
1759,,25,a matrice
1760,,25,a matrice
1761,,25,a matrice
1762,,25,a matrice
1763,,25,a matrice
1764,,25,modellatura a tornio
1765,,25,a matrice
1766,,25,a matrice
1767,,25,a matrice
1768,,25,a matrice
1769,,25,a matrice
1770,,25,a matrice
1771,,25,a matrice
1772,,25,a matrice
1773,,25,a matrice
1774,,25,a matrice
1775,,25,a matrice
1776,,25,a matrice
1777,,25,a matrice
1778,,25,a matrice
1779,,25,a matrice
1780,,25,a matrice
1781,,25,a matrice
1782,,25,a matrice
1783,,25,a matrice
1784,,25,a matrice
1785,,25,a matrice
1786,,25,a matrice
1787,,25,a matrice
1788,,25,a matrice
1789,,25,a matrice
1790,,25,a matrice
1791,,25,a matrice
1792,,25,a matrice
1793,,25,a matrice
1794,,25,a matrice
1795,,25,modellatura a tornio
1796,,25,modellatura a tornio
1797,,25,modellatura a tornio
1798,,25,modellatura a tornio
1799,,25,modellatura a tornio
1800,,34,"fusione, battitura a caldo"
1801,,272,colatura libera
1802,,20,evigatura
1803,,272,colatura libera
1804,,272,colatura libera
1805,,272,colatura libera
1806,,272,colatura libera
1807,,186,a intaglio
1808,,272,colatura libera
1809,,26,a intaglio
1810,,25,modellatura a tornio
1811,,34,fusione
1812,,34,"fusione, a impressione"
1813,,25,a matrice
1814,,272,colatura libera
1815,,272,colatura libera
1816,,26,a intaglio
1817,,25,modellatura a tornio
1818,,186,a intaglio
1819,,103,Tecnica non presente in lista
1820,,37,Tecnica non presente in lista
1821,,186,Tecnica non presente in lista
1822,,186,Tecnica non presente in lista
1823,,22,"fusione, battitura"
1824,,186,a intaglio
1825,,25,modellatura a tornio
1826,,25,modellatura a tornio
1827,,25,modellatura a tornio
1828,,272,colatura libera
1829,,272,colatura libera
1830,,272,colatura libera
1831,,25,modellatura a tornio
1832,,186,a intaglio
1833,,186,a intaglio
1834,,186,a intaglio
1835,,186,a intaglio
1836,,186,a intaglio
1837,,25,modellatura a tornio
1838,,25,modellatura a tornio
1839,,25,modellatura a tornio
1840,,25,modellatura a tornio
1841,,25,modellatura a tornio
1842,,25,modellatura a tornio
1843,,25,modellatura a tornio
1844,,25,modellatura a tornio
1845,,25,modellatura a tornio
1846,,25,modellatura a tornio
1847,,25,modellatura a tornio
1848,,25,modellatura a tornio
1849,,25,modellatura a tornio
1850,,25,modellatura a tornio
1851,,25,modellatura a tornio
1852,,25,modellatura a tornio
1853,,25,modellatura a tornio
1854,,25,modellatura a tornio
1855,,25,modellatura a tornio
1856,,25,modellatura a tornio
1857,,26,a intaglio
1858,,186,a intaglio
1859,,25,modellatura a tornio
1860,,25,modellatura a tornio
1861,,25,modellatura a tornio
1862,,25,modellatura a tornio
1863,,25,modellatura a tornio
1864,,25,modellatura a tornio
1865,,25,modellatura a tornio
1866,,25,modellatura a tornio
1867,,25,modellatura a tornio
1868,,25,modellatura a tornio
1869,,25,modellatura a tornio
1870,,25,modellatura a tornio
1871,,26,a intaglio
1872,,26,a intaglio
1873,,26,a intaglio
1874,,26,a intaglio
1875,,26,a intaglio
1876,,26,a intaglio
1877,,26,a intaglio
1878,,26,a intaglio
1879,,26,a intaglio
1880,,26,a intaglio
1881,,26,a intaglio
1882,,26,a intaglio
1883,,26,a intaglio
1884,,25,modellatura a tornio
1885,,26,a intaglio
1886,,26,a intaglio
1887,,186,a intaglio
1888,,186,a intaglio
1889,,186,a intaglio
1890,,186,a intaglio
1891,,186,a intaglio
1892,,206,Tecnica non presente in lista
1893,,206,Tecnica non presente in lista
1894,,206,Tecnica non presente in lista
1895,,206,Tecnica non presente in lista
1896,,45,Tecnica non presente in lista
1897,,206,Tecnica non presente in lista
1898,,206,Tecnica non presente in lista
1899,,206,Tecnica non presente in lista
1900,,206,Tecnica non presente in lista
1901,,206,Tecnica non presente in lista
1902,,206,Tecnica non presente in lista
1903,,206,Tecnica non presente in lista
1904,,34,fusione
1905,,25,modellatura a tornio
1906,,25,modellatura a tornio
